x-axis,1,2,3
second,Volt,Volt,Volt
+5.8700000E-03,,,
+5.8703875E-03,,,
+5.8707750E-03,-1.2331307561E+00,+2.5528030505E+00,+5.5691131E-03
+5.8711625E-03,-1.2399528200E+00,+2.5528030505E+00,-24.9728605E-03
+5.8715500E-03,-527.1083127E-03,+2.5528030505E+00,-25.5272453E-03
+5.8719375E-03,+718.4092822E-03,+2.5528030505E+00,-7.7671750E-03
+5.8723250E-03,+899.3136509E-03,+2.5528030505E+00,+22.3561986E-03
+5.8727125E-03,+142.1283879E-03,+2.5528030505E+00,+25.5280305E-03
+5.8731000E-03,-1.1202672462E+00,+2.5528030505E+00,+9.3499629E-03
+5.8734875E-03,-1.2401443016E+00,+2.5528030505E+00,-19.8505758E-03
+5.8738750E-03,-679.4223510E-03,+2.5528030505E+00,-25.5272453E-03
+5.8742625E-03,+477.7254219E-03,+2.5528030505E+00,-11.3825300E-03
+5.8746500E-03,+904.1772835E-03,+2.5528030505E+00,+16.6318866E-03
+5.8750375E-03,+297.4231564E-03,+2.5528030505E+00,+25.5280305E-03
+5.8754250E-03,-886.5767194E-03,+2.5528030505E+00,+12.9704848E-03
+5.8758125E-03,-1.2401443016E+00,+2.5528030505E+00,-14.1180827E-03
+5.8762000E-03,-831.2289631E-03,+2.5528030505E+00,-25.5272453E-03
+5.8765875E-03,+237.3649527E-03,+2.5528030505E+00,-14.9948455E-03
+5.8769750E-03,+904.1772835E-03,+2.5528030505E+00,+10.9123869E-03
+5.8773625E-03,+449.1531759E-03,+2.5528030505E+00,+25.5280305E-03
+5.8777500E-03,-646.3375220E-03,+2.5528030505E+00,+16.5815847E-03
+5.8781375E-03,-1.2401443016E+00,+2.5528030505E+00,-8.4005080E-03
+5.8785250E-03,-954.1984463E-03,+2.5528030505E+00,-25.5272453E-03
+5.8789125E-03,+42.6505055E-03,+2.5528030505E+00,-18.6129360E-03
+5.8793000E-03,+904.1570715E-03,+2.5528030505E+00,+5.1837438E-03
+5.8796875E-03,+567.5909279E-03,+2.5528030505E+00,+25.5280305E-03
+5.8800750E-03,-458.8110813E-03,+2.5528030505E+00,+20.1966357E-03
+5.8804625E-03,-1.2401443016E+00,+2.5528030505E+00,-2.6766772E-03
+5.8808500E-03,-1.1233915876E+00,+2.5528030505E+00,-25.5272453E-03
+5.8812375E-03,-225.2769312E-03,+2.5528030505E+00,-22.2252515E-03
+5.8816250E-03,+904.0964357E-03,+2.5528030505E+00,-535.7559E-06
+5.8820125E-03,+736.0947355E-03,+2.5528030505E+00,+25.5280305E-03
+5.8824000E-03,-192.0133860E-03,+2.5528030505E+00,+23.8116867E-03
+5.8827875E-03,-1.2401443016E+00,+2.5528030505E+00,+3.0477615E-03
+5.8831750E-03,-1.2387401032E+00,+2.5528030505E+00,-25.5262829E-03
+5.8835625E-03,-455.8335425E-03,+2.5528030505E+00,-25.3345480E-03
+5.8839500E-03,+828.2207881E-03,+2.5528030505E+00,-5.9727695E-03
+5.8843375E-03,+817.5637733E-03,+2.5528030505E+00,+24.7142590E-03
+5.8847250E-03,-58.4124188E-03,+2.5528030505E+00,+25.5274226E-03
+5.8851125E-03,-1.2328477889E+00,+2.5528030505E+00,+7.6636584E-03
+5.8855000E-03,-1.2399400545E+00,+2.5528030505E+00,-22.5190339E-03
+5.8858875E-03,-538.0791446E-03,+2.5528030505E+00,-25.5272453E-03
+5.8862750E-03,+701.0067961E-03,+2.5528030505E+00,-9.6935407E-03
+5.8866625E-03,+899.4030089E-03,+2.5528030505E+00,+19.3061196E-03
+5.8870500E-03,+148.8440731E-03,+2.5528030505E+00,+25.5280305E-03
+5.8874375E-03,-1.1098580937E+00,+2.5528030505E+00,+11.2817995E-03
+5.8878250E-03,-1.2401443016E+00,+2.5528030505E+00,-16.7918345E-03
+5.8882125E-03,-707.1233558E-03,+2.5528030505E+00,-25.5272453E-03
+5.8886000E-03,+433.8654977E-03,+2.5528030505E+00,-13.3122390E-03
+5.8889875E-03,+904.1772835E-03,+2.5528030505E+00,+13.5765140E-03
+5.8893750E-03,+320.1328742E-03,+2.5528030505E+00,+25.5280305E-03
+5.8897625E-03,-850.6196664E-03,+2.5528030505E+00,+14.8938111E-03
+5.8901500E-03,-1.2401443016E+00,+2.5528030505E+00,-11.0728161E-03
+5.8905375E-03,-829.3652089E-03,+2.5528030505E+00,-25.5272453E-03
+5.8909250E-03,+240.3158969E-03,+2.5528030505E+00,-15.9698820E-03
+5.8913125E-03,+904.1772835E-03,+2.5528030505E+00,+9.3685792E-03
+5.8917000E-03,+447.2894217E-03,+2.5528030505E+00,+25.5280305E-03
+5.8920875E-03,-649.2884662E-03,+2.5528030505E+00,+17.7341215E-03
+5.8924750E-03,-1.2401443016E+00,+2.5528030505E+00,-6.5756580E-03
+5.8928625E-03,-980.8909813E-03,+2.5528030505E+00,-25.5272453E-03
+5.8932500E-03,+387.3252E-06,+2.5528030505E+00,-19.9843089E-03
+5.8936375E-03,+904.1570715E-03,+2.5528030505E+00,+3.0124032E-03
+5.8940250E-03,+598.9683793E-03,+2.5528030505E+00,+25.5280305E-03
+5.8944125E-03,-409.1301165E-03,+2.5528030505E+00,+21.7482445E-03
+5.8948000E-03,-1.2401443016E+00,+2.5528030505E+00,-219.9632E-06
+5.8951875E-03,-1.1327869515E+00,+2.5528030505E+00,-25.5272453E-03
+5.8955750E-03,-240.1656894E-03,+2.5528030505E+00,-23.9926571E-03
+5.8959625E-03,+904.0762238E-03,+2.5528030505E+00,-3.3450898E-03
+5.8963500E-03,+750.7749914E-03,+2.5528030505E+00,+25.5107060E-03
+5.8967375E-03,-168.7696473E-03,+2.5528030505E+00,+23.7679195E-03
+5.8971250E-03,-1.2401443016E+00,+2.5528030505E+00,+2.9781594E-03
+5.8975125E-03,-1.2387018069E+00,+2.5528030505E+00,-25.5267641E-03
+5.8979000E-03,-453.6921399E-03,+2.5528030505E+00,-25.3157038E-03
+5.8982875E-03,+831.5153354E-03,+2.5528030505E+00,-5.9623849E-03
+5.8986750E-03,+873.7189437E-03,+2.5528030505E+00,+24.6834599E-03
+5.8990625E-03,+54.7925666E-03,+2.5528030505E+00,+25.5271187E-03
+5.8994500E-03,-1.1943844544E+00,+2.5528030505E+00,+7.8224413E-03
+5.8998375E-03,-1.2401443016E+00,+2.5528030505E+00,-22.2668658E-03
