# Sweep MEMS 2D (VDC E3646A x Frequenza 33220A) - 20260908_130623
"# VDC da 0.0V a 5.0V (passo 1.0V, 6 curve)"
"# f_center=417520.0 Hz, span=+/-400.0 Hz, pts=301, navg=128"
vdc_target_V,vdc_meas_V,idc_meas_A,step_f,frequency_Hz,freq_readback_Hz,Vin_Vpp_V,Vout_Vpp_V,Gain_linear,Gain_dB,Phase_deg
2.00,2.003,-1.370278e-04,292,417896.000,417896.000,9.290000e-02,1.044000e+00,1.123789e+01,21.014,70.400
2.00,2.003,-1.370278e-04,293,417898.667,417898.667,9.310000e-02,1.045000e+00,1.122449e+01,21.003,70.900
2.00,2.003,-1.370278e-04,294,417901.333,417901.333,9.290000e-02,1.045000e+00,1.124865e+01,21.022,70.100
2.00,2.003,-1.370278e-04,295,417904.000,417904.000,9.270000e-02,1.040000e+00,1.121899e+01,20.999,69.900
2.00,2.003,-1.370278e-04,296,417906.667,417906.667,9.270000e-02,1.041000e+00,1.122977e+01,21.007,70.500
2.00,2.003,-1.370278e-04,297,417909.333,417909.333,9.310000e-02,1.046000e+00,1.123523e+01,21.012,71.000
2.00,2.003,-1.370278e-04,298,417912.000,417912.000,9.300000e-02,1.046000e+00,1.124731e+01,21.021,71.200
2.00,2.003,-1.370278e-04,299,417914.667,417914.667,9.320000e-02,1.048000e+00,1.124464e+01,21.019,70.500
2.00,2.003,-1.370278e-04,300,417917.333,417917.333,9.290000e-02,1.045000e+00,1.124865e+01,21.022,71.400
2.00,2.003,-1.370278e-04,301,417920.000,417920.000,9.300000e-02,1.047000e+00,1.125806e+01,21.029,71.600
3.00,3.003,-1.079792e-04,1,417120.000,417120.000,9.280000e-02,1.044000e+00,1.125000e+01,21.023,70.400
3.00,3.003,-1.079792e-04,2,417122.667,417122.667,9.300000e-02,1.048000e+00,1.126882e+01,21.038,70.200
3.00,3.003,-1.079792e-04,3,417125.333,417125.333,9.290000e-02,1.051000e+00,1.131324e+01,21.072,69.900
3.00,3.003,-1.079792e-04,4,417128.000,417128.000,9.270000e-02,1.043000e+00,1.125135e+01,21.024,70.300
3.00,3.003,-1.079792e-04,5,417130.667,417130.667,9.270000e-02,1.049000e+00,1.131607e+01,21.074,70.300
3.00,3.003,-1.079792e-04,6,417133.333,417133.333,9.280000e-02,1.048000e+00,1.129310e+01,21.056,69.800
3.00,3.003,-1.079792e-04,7,417136.000,417136.000,9.290000e-02,1.053000e+00,1.133477e+01,21.088,70.500
3.00,3.003,-1.079792e-04,8,417138.667,417138.667,9.260000e-02,1.039000e+00,1.122030e+01,21.000,69.500
3.00,3.003,-1.079792e-04,9,417141.333,417141.333,9.300000e-02,1.050000e+00,1.129032e+01,21.054,70.000
3.00,3.003,-1.079792e-04,10,417144.000,417144.000,9.280000e-02,1.048000e+00,1.129310e+01,21.056,70.100
3.00,3.003,-1.079792e-04,11,417146.667,417146.667,9.260000e-02,1.051000e+00,1.134989e+01,21.100,70.600
3.00,3.003,-1.079792e-04,12,417149.333,417149.333,9.270000e-02,1.048000e+00,1.130529e+01,21.066,69.900
3.00,3.003,-1.079792e-04,13,417152.000,417152.000,9.310000e-02,1.048000e+00,1.125671e+01,21.028,70.100
3.00,3.003,-1.079792e-04,14,417154.667,417154.667,9.270000e-02,1.048000e+00,1.130529e+01,21.066,70.300
3.00,3.003,-1.079792e-04,15,417157.333,417157.333,9.270000e-02,1.049000e+00,1.131607e+01,21.074,69.500
3.00,3.003,-1.079792e-04,16,417160.000,417160.000,9.280000e-02,1.048000e+00,1.129310e+01,21.056,69.100
3.00,3.003,-1.079792e-04,17,417162.667,417162.667,9.270000e-02,1.049000e+00,1.131607e+01,21.074,70.000
3.00,3.003,-1.079792e-04,18,417165.333,417165.333,9.270000e-02,1.049000e+00,1.131607e+01,21.074,70.900
3.00,3.003,-1.079792e-04,19,417168.000,417168.000,9.290000e-02,1.054000e+00,1.134553e+01,21.096,69.700
3.00,3.003,-1.079792e-04,20,417170.667,417170.667,9.290000e-02,1.051000e+00,1.131324e+01,21.072,70.100
3.00,3.003,-1.079792e-04,21,417173.333,417173.333,9.300000e-02,1.049000e+00,1.127957e+01,21.046,69.700
3.00,3.003,-1.079792e-04,22,417176.000,417176.000,9.290000e-02,1.049000e+00,1.129171e+01,21.055,69.700
3.00,3.003,-1.079792e-04,23,417178.667,417178.667,9.300000e-02,1.047000e+00,1.125806e+01,21.029,69.500
3.00,3.003,-1.079792e-04,24,417181.333,417181.333,9.290000e-02,1.047000e+00,1.127018e+01,21.039,69.400
3.00,3.003,-1.079792e-04,25,417184.000,417184.000,9.270000e-02,1.050000e+00,1.132686e+01,21.082,70.600
3.00,3.003,-1.079792e-04,26,417186.667,417186.667,9.300000e-02,1.046000e+00,1.124731e+01,21.021,70.100
3.00,3.003,-1.079792e-04,27,417189.333,417189.333,9.270000e-02,1.049000e+00,1.131607e+01,21.074,70.200
3.00,3.003,-1.079792e-04,28,417192.000,417192.000,9.280000e-02,1.052000e+00,1.133621e+01,21.089,69.700
3.00,3.003,-1.079792e-04,29,417194.667,417194.667,9.280000e-02,1.056000e+00,1.137931e+01,21.122,69.700
3.00,3.003,-1.079792e-04,30,417197.333,417197.333,9.280000e-02,1.051000e+00,1.132543e+01,21.081,70.100
3.00,3.003,-1.079792e-04,31,417200.000,417200.000,9.260000e-02,1.054000e+00,1.138229e+01,21.125,69.400
3.00,3.003,-1.079792e-04,32,417202.667,417202.667,9.310000e-02,1.052000e+00,1.129968e+01,21.061,70.700
3.00,3.003,-1.079792e-04,33,417205.333,417205.333,9.290000e-02,1.051000e+00,1.131324e+01,21.072,69.900
3.00,3.003,-1.079792e-04,34,417208.000,417208.000,9.300000e-02,1.049000e+00,1.127957e+01,21.046,70.100
3.00,3.003,-1.079792e-04,35,417210.667,417210.667,9.280000e-02,1.049000e+00,1.130388e+01,21.065,69.800
3.00,3.003,-1.079792e-04,36,417213.333,417213.333,9.250000e-02,1.052000e+00,1.137297e+01,21.117,70.400
3.00,3.003,-1.079792e-04,37,417216.000,417216.000,9.290000e-02,1.043000e+00,1.122713e+01,21.005,70.200
3.00,3.003,-1.079792e-04,38,417218.667,417218.667,9.280000e-02,1.054000e+00,1.135776e+01,21.106,69.100
3.00,3.003,-1.079792e-04,39,417221.333,417221.333,9.250000e-02,1.047000e+00,1.131892e+01,21.076,69.700
3.00,3.003,-1.079792e-04,40,417224.000,417224.000,9.290000e-02,1.042000e+00,1.121636e+01,20.997,69.900
3.00,3.003,-1.079792e-04,41,417226.667,417226.667,9.280000e-02,1.054000e+00,1.135776e+01,21.106,70.800
3.00,3.003,-1.079792e-04,42,417229.333,417229.333,9.270000e-02,1.051000e+00,1.133765e+01,21.090,69.400
3.00,3.003,-1.079792e-04,43,417232.000,417232.000,9.290000e-02,1.041000e+00,1.120560e+01,20.989,70.000
3.00,3.003,-1.079792e-04,44,417234.667,417234.667,9.270000e-02,1.045000e+00,1.127292e+01,21.041,69.800
3.00,3.003,-1.079792e-04,45,417237.333,417237.333,9.280000e-02,1.045000e+00,1.126078e+01,21.031,69.400
3.00,3.003,-1.079792e-04,46,417240.000,417240.000,9.290000e-02,1.049000e+00,1.129171e+01,21.055,70.000
3.00,3.003,-1.079792e-04,47,417242.667,417242.667,9.270000e-02,1.052000e+00,1.134844e+01,21.099,69.200
3.00,3.003,-1.079792e-04,48,417245.333,417245.333,9.270000e-02,1.049000e+00,1.131607e+01,21.074,70.000
3.00,3.003,-1.079792e-04,49,417248.000,417248.000,9.300000e-02,1.051000e+00,1.130108e+01,21.062,69.800
3.00,3.003,-1.079792e-04,50,417250.667,417250.667,9.270000e-02,1.052000e+00,1.134844e+01,21.099,69.600
3.00,3.003,-1.079792e-04,51,417253.333,417253.333,9.290000e-02,1.046000e+00,1.125942e+01,21.030,68.900
3.00,3.003,-1.079792e-04,52,417256.000,417256.000,9.280000e-02,1.049000e+00,1.130388e+01,21.065,70.700
3.00,3.003,-1.079792e-04,53,417258.667,417258.667,9.270000e-02,1.049000e+00,1.131607e+01,21.074,70.800
3.00,3.003,-1.079792e-04,54,417261.333,417261.333,9.290000e-02,1.041000e+00,1.120560e+01,20.989,70.300
3.00,3.003,-1.079792e-04,55,417264.000,417264.000,9.270000e-02,1.054000e+00,1.137001e+01,21.115,68.700
3.00,3.003,-1.079792e-04,56,417266.667,417266.667,9.280000e-02,1.050000e+00,1.131466e+01,21.073,69.100
3.00,3.003,-1.079792e-04,57,417269.333,417269.333,9.310000e-02,1.049000e+00,1.126745e+01,21.037,69.400
3.00,3.003,-1.079792e-04,58,417272.000,417272.000,9.290000e-02,1.044000e+00,1.123789e+01,21.014,69.700
3.00,3.003,-1.079792e-04,59,417274.667,417274.667,9.280000e-02,1.049000e+00,1.130388e+01,21.065,69.500
3.00,3.003,-1.079792e-04,60,417277.333,417277.333,9.320000e-02,1.057000e+00,1.134120e+01,21.093,71.500
3.00,3.003,-1.079792e-04,61,417280.000,417280.000,9.290000e-02,1.046000e+00,1.125942e+01,21.030,69.900
3.00,3.003,-1.079792e-04,62,417282.667,417282.667,9.290000e-02,1.051000e+00,1.131324e+01,21.072,70.300
3.00,3.003,-1.079792e-04,63,417285.333,417285.333,9.290000e-02,1.043000e+00,1.122713e+01,21.005,70.600
3.00,3.003,-1.079792e-04,64,417288.000,417288.000,9.280000e-02,1.049000e+00,1.130388e+01,21.065,70.100
3.00,3.003,-1.079792e-04,65,417290.667,417290.667,9.270000e-02,1.054000e+00,1.137001e+01,21.115,69.200
3.00,3.003,-1.079792e-04,66,417293.333,417293.333,9.330000e-02,1.052000e+00,1.127546e+01,21.043,70.300
3.00,3.003,-1.079792e-04,67,417296.000,417296.000,9.270000e-02,1.047000e+00,1.129450e+01,21.057,69.900
3.00,3.003,-1.079792e-04,68,417298.667,417298.667,9.290000e-02,1.049000e+00,1.129171e+01,21.055,70.600
3.00,3.003,-1.079792e-04,69,417301.333,417301.333,9.270000e-02,1.038000e+00,1.119741e+01,20.982,70.800
3.00,3.003,-1.079792e-04,70,417304.000,417304.000,9.290000e-02,1.046000e+00,1.125942e+01,21.030,70.300
3.00,3.003,-1.079792e-04,71,417306.667,417306.667,9.260000e-02,1.052000e+00,1.136069e+01,21.108,69.100
3.00,3.003,-1.079792e-04,72,417309.333,417309.333,9.310000e-02,1.059000e+00,1.137487e+01,21.119,69.600
3.00,3.003,-1.079792e-04,73,417312.000,417312.000,9.290000e-02,1.047000e+00,1.127018e+01,21.039,69.600
3.00,3.003,-1.079792e-04,74,417314.667,417314.667,9.290000e-02,1.051000e+00,1.131324e+01,21.072,70.100
3.00,3.003,-1.079792e-04,75,417317.333,417317.333,9.290000e-02,1.051000e+00,1.131324e+01,21.072,69.400
3.00,3.003,-1.079792e-04,76,417320.000,417320.000,9.290000e-02,1.051000e+00,1.131324e+01,21.072,69.700
3.00,3.003,-1.079792e-04,77,417322.667,417322.667,9.290000e-02,1.044000e+00,1.123789e+01,21.014,71.100
3.00,3.003,-1.079792e-04,78,417325.333,417325.333,9.310000e-02,1.049000e+00,1.126745e+01,21.037,70.100
3.00,3.003,-1.079792e-04,79,417328.000,417328.000,9.270000e-02,1.053000e+00,1.135922e+01,21.107,69.800
3.00,3.003,-1.079792e-04,80,417330.667,417330.667,9.280000e-02,1.050000e+00,1.131466e+01,21.073,70.500
3.00,3.003,-1.079792e-04,81,417333.333,417333.333,9.290000e-02,1.051000e+00,1.131324e+01,21.072,69.300
3.00,3.003,-1.079792e-04,82,417336.000,417336.000,9.310000e-02,1.053000e+00,1.131042e+01,21.070,70.000
3.00,3.003,-1.079792e-04,83,417338.667,417338.667,9.310000e-02,1.045000e+00,1.122449e+01,21.003,70.900
3.00,3.003,-1.079792e-04,84,417341.333,417341.333,9.270000e-02,1.063000e+00,1.146710e+01,21.189,69.500
3.00,3.003,-1.079792e-04,85,417344.000,417344.000,9.290000e-02,1.052000e+00,1.132400e+01,21.080,70.100
3.00,3.003,-1.079792e-04,86,417346.667,417346.667,9.310000e-02,1.050000e+00,1.127820e+01,21.045,70.400
3.00,3.003,-1.079792e-04,87,417349.333,417349.333,9.300000e-02,1.049000e+00,1.127957e+01,21.046,69.800
3.00,3.003,-1.079792e-04,88,417352.000,417352.000,9.290000e-02,1.047000e+00,1.127018e+01,21.039,70.200
3.00,3.003,-1.079792e-04,89,417354.667,417354.667,9.280000e-02,1.051000e+00,1.132543e+01,21.081,70.200
3.00,3.003,-1.079792e-04,90,417357.333,417357.333,9.310000e-02,1.047000e+00,1.124597e+01,21.020,70.000
3.00,3.003,-1.079792e-04,91,417360.000,417360.000,9.290000e-02,1.049000e+00,1.129171e+01,21.055,69.900
3.00,3.003,-1.079792e-04,92,417362.667,417362.667,9.310000e-02,1.054000e+00,1.132116e+01,21.078,70.700
3.00,3.003,-1.079792e-04,93,417365.333,417365.333,9.330000e-02,1.054000e+00,1.129689e+01,21.059,70.100
3.00,3.003,-1.079792e-04,94,417368.000,417368.000,9.290000e-02,1.049000e+00,1.129171e+01,21.055,70.200
3.00,3.003,-1.079792e-04,95,417370.667,417370.667,9.310000e-02,1.059000e+00,1.137487e+01,21.119,70.400
3.00,3.003,-1.079792e-04,96,417373.333,417373.333,9.280000e-02,1.048000e+00,1.129310e+01,21.056,70.200
3.00,3.003,-1.079792e-04,97,417376.000,417376.000,9.270000e-02,1.052000e+00,1.134844e+01,21.099,69.700
3.00,3.003,-1.079792e-04,98,417378.667,417378.667,9.290000e-02,1.049000e+00,1.129171e+01,21.055,70.000
3.00,3.003,-1.079792e-04,99,417381.333,417381.333,9.280000e-02,1.049000e+00,1.130388e+01,21.065,70.100
3.00,3.003,-1.079792e-04,100,417384.000,417384.000,9.270000e-02,1.051000e+00,1.133765e+01,21.090,70.600
3.00,3.003,-1.079792e-04,101,417386.667,417386.667,9.260000e-02,1.048000e+00,1.131749e+01,21.075,69.700
3.00,3.003,-1.079792e-04,102,417389.333,417389.333,9.270000e-02,1.050000e+00,1.132686e+01,21.082,69.200
3.00,3.003,-1.079792e-04,103,417392.000,417392.000,9.270000e-02,1.051000e+00,1.133765e+01,21.090,70.600
3.00,3.003,-1.079792e-04,104,417394.667,417394.667,9.280000e-02,1.051000e+00,1.132543e+01,21.081,70.400
3.00,3.003,-1.079792e-04,105,417397.333,417397.333,9.270000e-02,1.052000e+00,1.134844e+01,21.099,70.000
3.00,3.003,-1.079792e-04,106,417400.000,417400.000,9.250000e-02,1.048000e+00,1.132973e+01,21.084,70.000
3.00,3.003,-1.079792e-04,107,417402.667,417402.667,9.300000e-02,1.046000e+00,1.124731e+01,21.021,69.800
3.00,3.003,-1.079792e-04,108,417405.333,417405.333,9.280000e-02,1.050000e+00,1.131466e+01,21.073,70.200
3.00,3.003,-1.079792e-04,109,417408.000,417408.000,9.280000e-02,1.053000e+00,1.134698e+01,21.098,69.900
3.00,3.003,-1.079792e-04,110,417410.667,417410.667,9.270000e-02,1.044000e+00,1.126214e+01,21.032,70.400
3.00,3.003,-1.079792e-04,111,417413.333,417413.333,9.300000e-02,1.051000e+00,1.130108e+01,21.062,70.300
3.00,3.003,-1.079792e-04,112,417416.000,417416.000,9.290000e-02,1.057000e+00,1.137783e+01,21.121,69.800
3.00,3.003,-1.079792e-04,113,417418.667,417418.667,9.280000e-02,1.054000e+00,1.135776e+01,21.106,69.600
3.00,3.003,-1.079792e-04,114,417421.333,417421.333,9.260000e-02,1.049000e+00,1.132829e+01,21.083,70.000
3.00,3.003,-1.079792e-04,115,417424.000,417424.000,9.270000e-02,1.054000e+00,1.137001e+01,21.115,69.700
3.00,3.003,-1.079792e-04,116,417426.667,417426.667,9.290000e-02,1.051000e+00,1.131324e+01,21.072,70.200
3.00,3.003,-1.079792e-04,117,417429.333,417429.333,9.280000e-02,1.049000e+00,1.130388e+01,21.065,70.000
3.00,3.003,-1.079792e-04,118,417432.000,417432.000,9.290000e-02,1.050000e+00,1.130248e+01,21.063,70.100
3.00,3.003,-1.079792e-04,119,417434.667,417434.667,9.270000e-02,1.048000e+00,1.130529e+01,21.066,70.100
3.00,3.003,-1.079792e-04,120,417437.333,417437.333,9.280000e-02,1.057000e+00,1.139009e+01,21.131,70.000
3.00,3.003,-1.079792e-04,121,417440.000,417440.000,9.270000e-02,1.059000e+00,1.142395e+01,21.156,70.500
3.00,3.003,-1.079792e-04,122,417442.667,417442.667,9.290000e-02,1.049000e+00,1.129171e+01,21.055,70.400
3.00,3.003,-1.079792e-04,123,417445.333,417445.333,9.260000e-02,1.053000e+00,1.137149e+01,21.116,69.600
3.00,3.003,-1.079792e-04,124,417448.000,417448.000,9.260000e-02,1.046000e+00,1.129590e+01,21.058,70.100
3.00,3.003,-1.079792e-04,125,417450.667,417450.667,9.300000e-02,1.051000e+00,1.130108e+01,21.062,70.900
3.00,3.003,-1.079792e-04,126,417453.333,417453.333,9.290000e-02,1.049000e+00,1.129171e+01,21.055,70.700
3.00,3.003,-1.079792e-04,127,417456.000,417456.000,9.300000e-02,1.065000e+00,1.145161e+01,21.177,69.200
3.00,3.003,-1.079792e-04,128,417458.667,417458.667,9.280000e-02,1.048000e+00,1.129310e+01,21.056,69.900
3.00,3.003,-1.079792e-04,129,417461.333,417461.333,9.310000e-02,1.054000e+00,1.132116e+01,21.078,70.300
3.00,3.003,-1.079792e-04,130,417464.000,417464.000,9.290000e-02,1.051000e+00,1.131324e+01,21.072,70.300
3.00,3.003,-1.079792e-04,131,417466.667,417466.667,9.300000e-02,1.049000e+00,1.127957e+01,21.046,70.200
3.00,3.003,-1.079792e-04,132,417469.333,417469.333,9.290000e-02,1.051000e+00,1.131324e+01,21.072,70.600
3.00,3.003,-1.079792e-04,133,417472.000,417472.000,9.270000e-02,1.053000e+00,1.135922e+01,21.107,70.100
3.00,3.003,-1.079792e-04,134,417474.667,417474.667,9.290000e-02,1.052000e+00,1.132400e+01,21.080,70.200
3.00,3.003,-1.079792e-04,135,417477.333,417477.333,9.310000e-02,1.046000e+00,1.123523e+01,21.012,69.200
3.00,3.003,-1.079792e-04,136,417480.000,417480.000,9.290000e-02,1.048000e+00,1.128095e+01,21.047,69.800
3.00,3.003,-1.079792e-04,137,417482.667,417482.667,9.280000e-02,1.048000e+00,1.129310e+01,21.056,70.200
3.00,3.003,-1.079792e-04,138,417485.333,417485.333,9.310000e-02,1.057000e+00,1.135338e+01,21.103,70.200
3.00,3.003,-1.079792e-04,139,417488.000,417488.000,9.310000e-02,1.046000e+00,1.123523e+01,21.012,69.800
3.00,3.003,-1.079792e-04,140,417490.667,417490.667,9.290000e-02,1.050000e+00,1.130248e+01,21.063,70.700
3.00,3.003,-1.079792e-04,141,417493.333,417493.333,9.270000e-02,1.056000e+00,1.139159e+01,21.132,70.500
3.00,3.003,-1.079792e-04,142,417496.000,417496.000,9.310000e-02,1.054000e+00,1.132116e+01,21.078,69.600
3.00,3.003,-1.079792e-04,143,417498.667,417498.667,9.320000e-02,1.055000e+00,1.131974e+01,21.077,69.600
3.00,3.003,-1.079792e-04,144,417501.333,417501.333,9.280000e-02,1.052000e+00,1.133621e+01,21.089,70.000
3.00,3.003,-1.079792e-04,145,417504.000,417504.000,9.270000e-02,1.049000e+00,1.131607e+01,21.074,69.500
3.00,3.003,-1.079792e-04,146,417506.667,417506.667,9.260000e-02,1.050000e+00,1.133909e+01,21.092,70.600
3.00,3.003,-1.079792e-04,147,417509.333,417509.333,9.290000e-02,1.052000e+00,1.132400e+01,21.080,71.000
3.00,3.003,-1.079792e-04,148,417512.000,417512.000,9.270000e-02,1.050000e+00,1.132686e+01,21.082,69.500
3.00,3.003,-1.079792e-04,149,417514.667,417514.667,9.290000e-02,1.052000e+00,1.132400e+01,21.080,69.100
3.00,3.003,-1.079792e-04,150,417517.333,417517.333,9.290000e-02,1.058000e+00,1.138859e+01,21.129,69.100
3.00,3.003,-1.079792e-04,151,417520.000,417520.000,9.280000e-02,1.046000e+00,1.127155e+01,21.040,71.100
3.00,3.003,-1.079792e-04,152,417522.667,417522.667,9.280000e-02,1.047000e+00,1.128233e+01,21.048,69.700
3.00,3.003,-1.079792e-04,153,417525.333,417525.333,9.280000e-02,1.048000e+00,1.129310e+01,21.056,69.500
3.00,3.003,-1.079792e-04,154,417528.000,417528.000,9.270000e-02,1.047000e+00,1.129450e+01,21.057,70.200
3.00,3.003,-1.079792e-04,155,417530.667,417530.667,9.270000e-02,1.051000e+00,1.133765e+01,21.090,69.900
3.00,3.003,-1.079792e-04,156,417533.333,417533.333,9.290000e-02,1.048000e+00,1.128095e+01,21.047,70.100
3.00,3.003,-1.079792e-04,157,417536.000,417536.000,9.280000e-02,1.053000e+00,1.134698e+01,21.098,70.100
3.00,3.003,-1.079792e-04,158,417538.667,417538.667,9.280000e-02,1.053000e+00,1.134698e+01,21.098,69.900
3.00,3.003,-1.079792e-04,159,417541.333,417541.333,9.290000e-02,1.053000e+00,1.133477e+01,21.088,70.200
3.00,3.003,-1.079792e-04,160,417544.000,417544.000,9.300000e-02,1.049000e+00,1.127957e+01,21.046,71.100
3.00,3.003,-1.079792e-04,161,417546.667,417546.667,9.290000e-02,1.052000e+00,1.132400e+01,21.080,69.400
3.00,3.003,-1.079792e-04,162,417549.333,417549.333,9.270000e-02,1.049000e+00,1.131607e+01,21.074,69.300
3.00,3.003,-1.079792e-04,163,417552.000,417552.000,9.290000e-02,1.053000e+00,1.133477e+01,21.088,70.000
3.00,3.003,-1.079792e-04,164,417554.667,417554.667,9.270000e-02,1.051000e+00,1.133765e+01,21.090,69.800
3.00,3.003,-1.079792e-04,165,417557.333,417557.333,9.270000e-02,1.049000e+00,1.131607e+01,21.074,69.500
3.00,3.003,-1.079792e-04,166,417560.000,417560.000,9.300000e-02,1.053000e+00,1.132258e+01,21.079,70.000
3.00,3.003,-1.079792e-04,167,417562.667,417562.667,9.270000e-02,1.049000e+00,1.131607e+01,21.074,69.500
3.00,3.003,-1.079792e-04,168,417565.333,417565.333,9.280000e-02,1.053000e+00,1.134698e+01,21.098,70.300
3.00,3.003,-1.079792e-04,169,417568.000,417568.000,9.300000e-02,1.048000e+00,1.126882e+01,21.038,69.400
3.00,3.003,-1.079792e-04,170,417570.667,417570.667,9.270000e-02,1.053000e+00,1.135922e+01,21.107,69.200
3.00,3.003,-1.079792e-04,171,417573.333,417573.333,9.280000e-02,1.053000e+00,1.134698e+01,21.098,69.700
3.00,3.003,-1.079792e-04,172,417576.000,417576.000,9.270000e-02,1.057000e+00,1.140237e+01,21.140,69.400
3.00,3.003,-1.079792e-04,173,417578.667,417578.667,9.290000e-02,1.048000e+00,1.128095e+01,21.047,70.600
3.00,3.003,-1.079792e-04,174,417581.333,417581.333,9.290000e-02,1.052000e+00,1.132400e+01,21.080,69.900
3.00,3.003,-1.079792e-04,175,417584.000,417584.000,9.280000e-02,1.054000e+00,1.135776e+01,21.106,70.200
3.00,3.003,-1.079792e-04,176,417586.667,417586.667,9.290000e-02,1.053000e+00,1.133477e+01,21.088,69.100
3.00,3.003,-1.079792e-04,177,417589.333,417589.333,9.290000e-02,1.053000e+00,1.133477e+01,21.088,69.900
3.00,3.003,-1.079792e-04,178,417592.000,417592.000,9.280000e-02,1.048000e+00,1.129310e+01,21.056,69.600
3.00,3.003,-1.079792e-04,179,417594.667,417594.667,9.270000e-02,1.054000e+00,1.137001e+01,21.115,69.700
3.00,3.003,-1.079792e-04,180,417597.333,417597.333,9.300000e-02,1.051000e+00,1.130108e+01,21.062,70.100
3.00,3.003,-1.079792e-04,181,417600.000,417600.000,9.290000e-02,1.048000e+00,1.128095e+01,21.047,69.800
3.00,3.003,-1.079792e-04,182,417602.667,417602.667,9.290000e-02,1.056000e+00,1.136706e+01,21.113,68.900
3.00,3.003,-1.079792e-04,183,417605.333,417605.333,9.310000e-02,1.054000e+00,1.132116e+01,21.078,69.500
3.00,3.003,-1.079792e-04,184,417608.000,417608.000,9.270000e-02,1.056000e+00,1.139159e+01,21.132,69.500
3.00,3.003,-1.079792e-04,185,417610.667,417610.667,9.270000e-02,1.054000e+00,1.137001e+01,21.115,70.300
3.00,3.003,-1.079792e-04,186,417613.333,417613.333,9.270000e-02,1.056000e+00,1.139159e+01,21.132,70.600
3.00,3.003,-1.079792e-04,187,417616.000,417616.000,9.290000e-02,1.055000e+00,1.135630e+01,21.105,70.400
3.00,3.003,-1.079792e-04,188,417618.667,417618.667,9.280000e-02,1.050000e+00,1.131466e+01,21.073,70.700
3.00,3.003,-1.079792e-04,189,417621.333,417621.333,9.270000e-02,1.055000e+00,1.138080e+01,21.123,69.500
3.00,3.003,-1.079792e-04,190,417624.000,417624.000,9.270000e-02,1.052000e+00,1.134844e+01,21.099,69.700
3.00,3.003,-1.079792e-04,191,417626.667,417626.667,9.290000e-02,1.049000e+00,1.129171e+01,21.055,70.100
3.00,3.003,-1.079792e-04,192,417629.333,417629.333,9.270000e-02,1.053000e+00,1.135922e+01,21.107,69.200
3.00,3.003,-1.079792e-04,193,417632.000,417632.000,9.280000e-02,1.055000e+00,1.136853e+01,21.114,70.000
3.00,3.003,-1.079792e-04,194,417634.667,417634.667,9.270000e-02,1.057000e+00,1.140237e+01,21.140,70.600
3.00,3.003,-1.079792e-04,195,417637.333,417637.333,9.280000e-02,1.051000e+00,1.132543e+01,21.081,69.300
3.00,3.003,-1.079792e-04,196,417640.000,417640.000,9.310000e-02,1.053000e+00,1.131042e+01,21.070,69.400
3.00,3.003,-1.079792e-04,197,417642.667,417642.667,9.250000e-02,1.053000e+00,1.138378e+01,21.126,69.400
3.00,3.003,-1.079792e-04,198,417645.333,417645.333,9.320000e-02,1.048000e+00,1.124464e+01,21.019,69.500
3.00,3.003,-1.079792e-04,199,417648.000,417648.000,9.280000e-02,1.051000e+00,1.132543e+01,21.081,70.500
3.00,3.003,-1.079792e-04,200,417650.667,417650.667,9.310000e-02,1.056000e+00,1.134264e+01,21.094,68.600
3.00,3.003,-1.079792e-04,201,417653.333,417653.333,9.300000e-02,1.051000e+00,1.130108e+01,21.062,69.700
3.00,3.003,-1.079792e-04,202,417656.000,417656.000,9.290000e-02,1.047000e+00,1.127018e+01,21.039,69.400
3.00,3.003,-1.079792e-04,203,417658.667,417658.667,9.270000e-02,1.061000e+00,1.144552e+01,21.173,69.400
3.00,3.003,-1.079792e-04,204,417661.333,417661.333,9.280000e-02,1.048000e+00,1.129310e+01,21.056,69.000
3.00,3.003,-1.079792e-04,205,417664.000,417664.000,9.320000e-02,1.046000e+00,1.122318e+01,21.002,69.200
3.00,3.003,-1.079792e-04,206,417666.667,417666.667,9.290000e-02,1.047000e+00,1.127018e+01,21.039,70.200
3.00,3.003,-1.079792e-04,207,417669.333,417669.333,9.310000e-02,1.043000e+00,1.120301e+01,20.987,69.100
3.00,3.003,-1.079792e-04,208,417672.000,417672.000,9.290000e-02,1.050000e+00,1.130248e+01,21.063,69.200
3.00,3.003,-1.079792e-04,209,417674.667,417674.667,9.280000e-02,1.049000e+00,1.130388e+01,21.065,70.200
3.00,3.003,-1.079792e-04,210,417677.333,417677.333,9.300000e-02,1.046000e+00,1.124731e+01,21.021,70.000
3.00,3.003,-1.079792e-04,211,417680.000,417680.000,9.270000e-02,1.046000e+00,1.128371e+01,21.049,70.000
3.00,3.003,-1.079792e-04,212,417682.667,417682.667,9.280000e-02,1.038000e+00,1.118534e+01,20.973,69.400
3.00,3.003,-1.079792e-04,213,417685.333,417685.333,9.290000e-02,1.048000e+00,1.128095e+01,21.047,69.700
3.00,3.003,-1.079792e-04,214,417688.000,417688.000,9.270000e-02,1.044000e+00,1.126214e+01,21.032,70.100
3.00,3.003,-1.079792e-04,215,417690.667,417690.667,9.310000e-02,1.046000e+00,1.123523e+01,21.012,69.500
3.00,3.003,-1.079792e-04,216,417693.333,417693.333,9.270000e-02,1.041000e+00,1.122977e+01,21.007,70.000
