# Sweep MEMS Solo MODULO a VDC=0.0V - 20260908_130623
frequency_Hz,Vin_Vpp_V,Vout_Vpp_V,Gain_linear,Gain_dB
417253.333,9.290000e-02,1.041000e+00,1.120560e+01,20.989
417256.000,9.270000e-02,1.043000e+00,1.125135e+01,21.024
417258.667,9.300000e-02,1.050000e+00,1.129032e+01,21.054
417261.333,9.260000e-02,1.046000e+00,1.129590e+01,21.058
417264.000,9.270000e-02,1.048000e+00,1.130529e+01,21.066
417266.667,9.260000e-02,1.044000e+00,1.127430e+01,21.042
417269.333,9.290000e-02,1.048000e+00,1.128095e+01,21.047
417272.000,9.270000e-02,1.043000e+00,1.125135e+01,21.024
417274.667,9.270000e-02,1.042000e+00,1.124056e+01,21.016
417277.333,9.260000e-02,1.052000e+00,1.136069e+01,21.108
417280.000,9.270000e-02,1.046000e+00,1.128371e+01,21.049
417282.667,9.260000e-02,1.045000e+00,1.128510e+01,21.050
417285.333,9.270000e-02,1.053000e+00,1.135922e+01,21.107
417288.000,9.290000e-02,1.036000e+00,1.115178e+01,20.947
417290.667,9.250000e-02,1.044000e+00,1.128649e+01,21.051
417293.333,9.260000e-02,1.047000e+00,1.130670e+01,21.067
417296.000,9.280000e-02,1.054000e+00,1.135776e+01,21.106
417298.667,9.260000e-02,1.039000e+00,1.122030e+01,21.000
417301.333,9.270000e-02,1.048000e+00,1.130529e+01,21.066
417304.000,9.250000e-02,1.050000e+00,1.135135e+01,21.101
417306.667,9.270000e-02,1.046000e+00,1.128371e+01,21.049
417309.333,9.250000e-02,1.051000e+00,1.136216e+01,21.109
417312.000,9.260000e-02,1.047000e+00,1.130670e+01,21.067
417314.667,9.260000e-02,1.041000e+00,1.124190e+01,21.017
417317.333,9.260000e-02,1.041000e+00,1.124190e+01,21.017
417320.000,9.270000e-02,1.045000e+00,1.127292e+01,21.041
417322.667,9.250000e-02,1.049000e+00,1.134054e+01,21.093
417325.333,9.280000e-02,1.052000e+00,1.133621e+01,21.089
417328.000,9.280000e-02,1.042000e+00,1.122845e+01,21.006
417330.667,9.280000e-02,1.045000e+00,1.126078e+01,21.031
417333.333,9.280000e-02,1.047000e+00,1.128233e+01,21.048
417336.000,9.250000e-02,1.052000e+00,1.137297e+01,21.117
417338.667,9.260000e-02,1.038000e+00,1.120950e+01,20.992
417341.333,9.250000e-02,1.053000e+00,1.138378e+01,21.126
417344.000,9.280000e-02,1.040000e+00,1.120690e+01,20.990
417346.667,9.260000e-02,1.037000e+00,1.119870e+01,20.983
417349.333,9.260000e-02,1.046000e+00,1.129590e+01,21.058
417352.000,9.280000e-02,1.043000e+00,1.123922e+01,21.015
417354.667,9.260000e-02,1.039000e+00,1.122030e+01,21.000
417357.333,9.270000e-02,1.041000e+00,1.122977e+01,21.007
417360.000,9.260000e-02,1.037000e+00,1.119870e+01,20.983
417362.667,9.280000e-02,1.043000e+00,1.123922e+01,21.015
417365.333,9.250000e-02,1.042000e+00,1.126486e+01,21.035
417368.000,9.280000e-02,1.037000e+00,1.117457e+01,20.965
417370.667,9.260000e-02,1.042000e+00,1.125270e+01,21.025
417373.333,9.270000e-02,1.039000e+00,1.120820e+01,20.991
417376.000,9.260000e-02,1.041000e+00,1.124190e+01,21.017
417378.667,9.280000e-02,1.048000e+00,1.129310e+01,21.056
417381.333,9.270000e-02,1.048000e+00,1.130529e+01,21.066
417384.000,9.280000e-02,1.037000e+00,1.117457e+01,20.965
417386.667,9.280000e-02,1.037000e+00,1.117457e+01,20.965
417389.333,9.290000e-02,1.045000e+00,1.124865e+01,21.022
417392.000,9.260000e-02,1.036000e+00,1.118790e+01,20.975
417394.667,9.250000e-02,1.043000e+00,1.127568e+01,21.043
417397.333,9.250000e-02,1.043000e+00,1.127568e+01,21.043
417400.000,9.260000e-02,1.045000e+00,1.128510e+01,21.050
417402.667,9.280000e-02,1.042000e+00,1.122845e+01,21.006
417405.333,9.250000e-02,1.040000e+00,1.124324e+01,21.018
417408.000,9.280000e-02,1.039000e+00,1.119612e+01,20.981
417410.667,9.270000e-02,1.047000e+00,1.129450e+01,21.057
417413.333,9.260000e-02,1.039000e+00,1.122030e+01,21.000
417416.000,9.260000e-02,1.046000e+00,1.129590e+01,21.058
417418.667,9.250000e-02,1.037000e+00,1.121081e+01,20.993
417421.333,9.290000e-02,1.044000e+00,1.123789e+01,21.014
417424.000,9.270000e-02,1.043000e+00,1.125135e+01,21.024
417426.667,9.290000e-02,1.038000e+00,1.117330e+01,20.964
417429.333,9.260000e-02,1.040000e+00,1.123110e+01,21.008
417432.000,9.280000e-02,1.045000e+00,1.126078e+01,21.031
417434.667,9.270000e-02,1.044000e+00,1.126214e+01,21.032
417437.333,9.280000e-02,1.043000e+00,1.123922e+01,21.015
417440.000,9.270000e-02,1.041000e+00,1.122977e+01,21.007
417442.667,9.260000e-02,1.036000e+00,1.118790e+01,20.975
417445.333,9.250000e-02,1.044000e+00,1.128649e+01,21.051
417448.000,9.250000e-02,1.045000e+00,1.129730e+01,21.059
417450.667,9.260000e-02,1.038000e+00,1.120950e+01,20.992
417453.333,9.250000e-02,1.042000e+00,1.126486e+01,21.035
417456.000,9.290000e-02,1.044000e+00,1.123789e+01,21.014
417458.667,9.240000e-02,1.041000e+00,1.126623e+01,21.036
417461.333,9.300000e-02,1.034000e+00,1.111828e+01,20.921
417464.000,9.270000e-02,1.044000e+00,1.126214e+01,21.032
417466.667,9.270000e-02,1.043000e+00,1.125135e+01,21.024
417469.333,9.270000e-02,1.043000e+00,1.125135e+01,21.024
417472.000,9.300000e-02,1.038000e+00,1.116129e+01,20.954
417474.667,9.270000e-02,1.035000e+00,1.116505e+01,20.957
417477.333,9.260000e-02,1.042000e+00,1.125270e+01,21.025
417480.000,9.270000e-02,1.042000e+00,1.124056e+01,21.016
417482.667,9.270000e-02,1.038000e+00,1.119741e+01,20.982
417485.333,9.270000e-02,1.041000e+00,1.122977e+01,21.007
417488.000,9.280000e-02,1.041000e+00,1.121767e+01,20.998
417490.667,9.300000e-02,1.038000e+00,1.116129e+01,20.954
417493.333,9.270000e-02,1.039000e+00,1.120820e+01,20.991
417496.000,9.260000e-02,1.042000e+00,1.125270e+01,21.025
417498.667,9.260000e-02,1.043000e+00,1.126350e+01,21.033
417501.333,9.260000e-02,1.039000e+00,1.122030e+01,21.000
417504.000,9.260000e-02,1.036000e+00,1.118790e+01,20.975
417506.667,9.280000e-02,1.038000e+00,1.118534e+01,20.973
417509.333,9.270000e-02,1.040000e+00,1.121899e+01,20.999
417512.000,9.280000e-02,1.041000e+00,1.121767e+01,20.998
417514.667,9.270000e-02,1.041000e+00,1.122977e+01,21.007
417517.333,9.270000e-02,1.039000e+00,1.120820e+01,20.991
417520.000,9.260000e-02,1.038000e+00,1.120950e+01,20.992
417522.667,9.280000e-02,1.048000e+00,1.129310e+01,21.056
417525.333,9.250000e-02,1.041000e+00,1.125405e+01,21.026
417528.000,9.270000e-02,1.039000e+00,1.120820e+01,20.991
417530.667,9.280000e-02,1.049000e+00,1.130388e+01,21.065
417533.333,9.280000e-02,1.041000e+00,1.121767e+01,20.998
417536.000,9.290000e-02,1.046000e+00,1.125942e+01,21.030
417538.667,9.270000e-02,1.038000e+00,1.119741e+01,20.982
417541.333,9.280000e-02,1.035000e+00,1.115302e+01,20.948
417544.000,9.280000e-02,1.043000e+00,1.123922e+01,21.015
417546.667,9.280000e-02,1.041000e+00,1.121767e+01,20.998
417549.333,9.270000e-02,1.037000e+00,1.118662e+01,20.974
417552.000,9.270000e-02,1.046000e+00,1.128371e+01,21.049
417554.667,9.270000e-02,1.043000e+00,1.125135e+01,21.024
417557.333,9.280000e-02,1.037000e+00,1.117457e+01,20.965
417560.000,9.280000e-02,1.037000e+00,1.117457e+01,20.965
417562.667,9.270000e-02,1.045000e+00,1.127292e+01,21.041
417565.333,9.270000e-02,1.046000e+00,1.128371e+01,21.049
417568.000,9.270000e-02,1.039000e+00,1.120820e+01,20.991
417570.667,9.270000e-02,1.043000e+00,1.125135e+01,21.024
417573.333,9.270000e-02,1.036000e+00,1.117584e+01,20.966
417576.000,9.270000e-02,1.047000e+00,1.129450e+01,21.057
417578.667,9.290000e-02,1.046000e+00,1.125942e+01,21.030
417581.333,9.270000e-02,1.041000e+00,1.122977e+01,21.007
417584.000,9.280000e-02,1.046000e+00,1.127155e+01,21.040
417586.667,9.260000e-02,1.039000e+00,1.122030e+01,21.000
417589.333,9.270000e-02,1.043000e+00,1.125135e+01,21.024
417592.000,9.260000e-02,1.046000e+00,1.129590e+01,21.058
417594.667,9.290000e-02,1.044000e+00,1.123789e+01,21.014
417597.333,9.250000e-02,1.043000e+00,1.127568e+01,21.043
417600.000,9.280000e-02,1.045000e+00,1.126078e+01,21.031
417602.667,9.270000e-02,1.039000e+00,1.120820e+01,20.991
417605.333,9.270000e-02,1.039000e+00,1.120820e+01,20.991
417608.000,9.260000e-02,1.041000e+00,1.124190e+01,21.017
417610.667,9.260000e-02,1.035000e+00,1.117711e+01,20.967
417613.333,9.270000e-02,1.039000e+00,1.120820e+01,20.991
417616.000,9.250000e-02,1.041000e+00,1.125405e+01,21.026
417618.667,9.280000e-02,1.039000e+00,1.119612e+01,20.981
417621.333,9.270000e-02,1.036000e+00,1.117584e+01,20.966
417624.000,9.300000e-02,1.041000e+00,1.119355e+01,20.979
417626.667,9.290000e-02,1.045000e+00,1.124865e+01,21.022
417629.333,9.260000e-02,1.040000e+00,1.123110e+01,21.008
417632.000,9.270000e-02,1.037000e+00,1.118662e+01,20.974
417634.667,9.290000e-02,1.044000e+00,1.123789e+01,21.014
417637.333,9.270000e-02,1.044000e+00,1.126214e+01,21.032
417640.000,9.290000e-02,1.042000e+00,1.121636e+01,20.997
417642.667,9.250000e-02,1.043000e+00,1.127568e+01,21.043
417645.333,9.290000e-02,1.042000e+00,1.121636e+01,20.997
417648.000,9.260000e-02,1.045000e+00,1.128510e+01,21.050
417650.667,9.260000e-02,1.042000e+00,1.125270e+01,21.025
417653.333,9.270000e-02,1.037000e+00,1.118662e+01,20.974
417656.000,9.270000e-02,1.041000e+00,1.122977e+01,21.007
417658.667,9.290000e-02,1.042000e+00,1.121636e+01,20.997
417661.333,9.290000e-02,1.042000e+00,1.121636e+01,20.997
417664.000,9.270000e-02,1.041000e+00,1.122977e+01,21.007
417666.667,9.260000e-02,1.043000e+00,1.126350e+01,21.033
417669.333,9.260000e-02,1.044000e+00,1.127430e+01,21.042
417672.000,9.290000e-02,1.047000e+00,1.127018e+01,21.039
417674.667,9.260000e-02,1.038000e+00,1.120950e+01,20.992
417677.333,9.270000e-02,1.037000e+00,1.118662e+01,20.974
417680.000,9.270000e-02,1.044000e+00,1.126214e+01,21.032
417682.667,9.270000e-02,1.045000e+00,1.127292e+01,21.041
417685.333,9.270000e-02,1.043000e+00,1.125135e+01,21.024
417688.000,9.270000e-02,1.034000e+00,1.115426e+01,20.949
417690.667,9.270000e-02,1.045000e+00,1.127292e+01,21.041
417693.333,9.270000e-02,1.038000e+00,1.119741e+01,20.982
417696.000,9.270000e-02,1.038000e+00,1.119741e+01,20.982
417698.667,9.270000e-02,1.036000e+00,1.117584e+01,20.966
417701.333,9.270000e-02,1.041000e+00,1.122977e+01,21.007
417704.000,9.260000e-02,1.048000e+00,1.131749e+01,21.075
417706.667,9.270000e-02,1.045000e+00,1.127292e+01,21.041
417709.333,9.240000e-02,1.041000e+00,1.126623e+01,21.036
417712.000,9.260000e-02,1.047000e+00,1.130670e+01,21.067
417714.667,9.270000e-02,1.043000e+00,1.125135e+01,21.024
417717.333,9.250000e-02,1.049000e+00,1.134054e+01,21.093
417720.000,9.270000e-02,1.043000e+00,1.125135e+01,21.024
417722.667,9.280000e-02,1.044000e+00,1.125000e+01,21.023
417725.333,9.280000e-02,1.043000e+00,1.123922e+01,21.015
417728.000,9.270000e-02,1.044000e+00,1.126214e+01,21.032
417730.667,9.260000e-02,1.042000e+00,1.125270e+01,21.025
417733.333,9.270000e-02,1.039000e+00,1.120820e+01,20.991
417736.000,9.270000e-02,1.041000e+00,1.122977e+01,21.007
417738.667,9.270000e-02,1.037000e+00,1.118662e+01,20.974
417741.333,9.290000e-02,1.039000e+00,1.118407e+01,20.972
417744.000,9.280000e-02,1.044000e+00,1.125000e+01,21.023
417746.667,9.290000e-02,1.038000e+00,1.117330e+01,20.964
417749.333,9.280000e-02,1.039000e+00,1.119612e+01,20.981
417752.000,9.270000e-02,1.044000e+00,1.126214e+01,21.032
417754.667,9.300000e-02,1.043000e+00,1.121505e+01,20.996
417757.333,9.280000e-02,1.038000e+00,1.118534e+01,20.973
417760.000,9.270000e-02,1.044000e+00,1.126214e+01,21.032
417762.667,9.270000e-02,1.037000e+00,1.118662e+01,20.974
417765.333,9.290000e-02,1.046000e+00,1.125942e+01,21.030
417768.000,9.270000e-02,1.040000e+00,1.121899e+01,20.999
417770.667,9.270000e-02,1.039000e+00,1.120820e+01,20.991
417773.333,9.270000e-02,1.043000e+00,1.125135e+01,21.024
417776.000,9.250000e-02,1.044000e+00,1.128649e+01,21.051
417778.667,9.280000e-02,1.044000e+00,1.125000e+01,21.023
417781.333,9.280000e-02,1.041000e+00,1.121767e+01,20.998
417784.000,9.270000e-02,1.041000e+00,1.122977e+01,21.007
417786.667,9.270000e-02,1.036000e+00,1.117584e+01,20.966
417789.333,9.270000e-02,1.038000e+00,1.119741e+01,20.982
417792.000,9.270000e-02,1.043000e+00,1.125135e+01,21.024
417794.667,9.270000e-02,1.045000e+00,1.127292e+01,21.041
417797.333,9.250000e-02,1.035000e+00,1.118919e+01,20.976
417800.000,9.270000e-02,1.047000e+00,1.129450e+01,21.057
417802.667,9.270000e-02,1.046000e+00,1.128371e+01,21.049
417805.333,9.280000e-02,1.046000e+00,1.127155e+01,21.040
417808.000,9.290000e-02,1.038000e+00,1.117330e+01,20.964
417810.667,9.280000e-02,1.044000e+00,1.125000e+01,21.023
417813.333,9.270000e-02,1.043000e+00,1.125135e+01,21.024
417816.000,9.290000e-02,1.039000e+00,1.118407e+01,20.972
417818.667,9.290000e-02,1.035000e+00,1.114101e+01,20.938
417821.333,9.300000e-02,1.040000e+00,1.118280e+01,20.971
417824.000,9.290000e-02,1.042000e+00,1.121636e+01,20.997
417826.667,9.250000e-02,1.043000e+00,1.127568e+01,21.043
417829.333,9.290000e-02,1.042000e+00,1.121636e+01,20.997
417832.000,9.280000e-02,1.040000e+00,1.120690e+01,20.990
417834.667,9.300000e-02,1.033000e+00,1.110753e+01,20.912
417837.333,9.270000e-02,1.038000e+00,1.119741e+01,20.982
417840.000,9.280000e-02,1.041000e+00,1.121767e+01,20.998
417842.667,9.260000e-02,1.045000e+00,1.128510e+01,21.050
417845.333,9.270000e-02,1.046000e+00,1.128371e+01,21.049
417848.000,9.290000e-02,1.045000e+00,1.124865e+01,21.022
417850.667,9.290000e-02,1.037000e+00,1.116254e+01,20.955
417853.333,9.280000e-02,1.039000e+00,1.119612e+01,20.981
417856.000,9.280000e-02,1.044000e+00,1.125000e+01,21.023
417858.667,9.270000e-02,1.042000e+00,1.124056e+01,21.016
417861.333,9.290000e-02,1.039000e+00,1.118407e+01,20.972
417864.000,9.280000e-02,1.041000e+00,1.121767e+01,20.998
417866.667,9.280000e-02,1.042000e+00,1.122845e+01,21.006
417869.333,9.290000e-02,1.046000e+00,1.125942e+01,21.030
417872.000,9.280000e-02,1.046000e+00,1.127155e+01,21.040
417874.667,9.290000e-02,1.046000e+00,1.125942e+01,21.030
417877.333,9.260000e-02,1.040000e+00,1.123110e+01,21.008
417880.000,9.290000e-02,1.043000e+00,1.122713e+01,21.005
417882.667,9.260000e-02,1.043000e+00,1.126350e+01,21.033
417885.333,9.250000e-02,1.046000e+00,1.130811e+01,21.068
417888.000,9.270000e-02,1.045000e+00,1.127292e+01,21.041
417890.667,9.270000e-02,1.046000e+00,1.128371e+01,21.049
417893.333,9.280000e-02,1.039000e+00,1.119612e+01,20.981
417896.000,9.290000e-02,1.044000e+00,1.123789e+01,21.014
417898.667,9.270000e-02,1.035000e+00,1.116505e+01,20.957
417901.333,9.290000e-02,1.043000e+00,1.122713e+01,21.005
417904.000,9.270000e-02,1.045000e+00,1.127292e+01,21.041
417906.667,9.290000e-02,1.044000e+00,1.123789e+01,21.014
417909.333,9.270000e-02,1.042000e+00,1.124056e+01,21.016
417912.000,9.300000e-02,1.051000e+00,1.130108e+01,21.062
417914.667,9.300000e-02,1.044000e+00,1.122581e+01,21.004
417917.333,9.330000e-02,1.045000e+00,1.120043e+01,20.985
417920.000,9.260000e-02,1.044000e+00,1.127430e+01,21.042
