x-axis,1,2,3
second,Volt,Volt,Volt
+4.7650000E-03,,,
+4.7652938E-03,,,
+4.7655875E-03,,,
+4.7658813E-03,,,
+4.7661750E-03,+21.4047056E-03,+2.5590530506E+00,-82.7719874E-03
+4.7664688E-03,+65.9366668E-03,+2.5590530506E+00,-24.4000084E-03
+4.7667625E-03,+65.9366668E-03,+2.5590530506E+00,+43.2074764E-03
+4.7670563E-03,+53.5997062E-03,+2.5590530506E+00,+83.2694882E-03
+4.7673500E-03,+2.6030914E-03,+2.5590530506E+00,+73.0222748E-03
+4.7676438E-03,-46.3849400E-03,+2.5590530506E+00,+18.2024649E-03
+4.7679375E-03,-46.3849400E-03,+2.5590530506E+00,-50.4984191E-03
+4.7682313E-03,-37.1999460E-03,+2.5590530506E+00,-95.1149521E-03
+4.7685250E-03,+8.7050305E-03,+2.5590530506E+00,-88.9374556E-03
+4.7688188E-03,+65.9366668E-03,+2.5590530506E+00,-36.2252582E-03
+4.7691125E-03,+65.9366668E-03,+2.5590530506E+00,+34.0491516E-03
+4.7694063E-03,+59.0842332E-03,+2.5590530506E+00,+80.6044008E-03
+4.7697000E-03,+16.9472388E-03,+2.5590530506E+00,+78.2891343E-03
+4.7699938E-03,-46.3849400E-03,+2.5590530506E+00,+28.0557539E-03
+4.7702875E-03,-46.3849400E-03,+2.5590530506E+00,-40.6708572E-03
+4.7705813E-03,-41.2893324E-03,+2.5590530506E+00,-90.3963792E-03
+4.7708750E-03,-1.9902877E-03,+2.5590530506E+00,-92.3822059E-03
+4.7711688E-03,+65.9366668E-03,+2.5590530506E+00,-44.4159790E-03
+4.7714625E-03,+65.9366668E-03,+2.5590530506E+00,+24.3286744E-03
+4.7717562E-03,+62.5348172E-03,+2.5590530506E+00,+76.0530537E-03
+4.7720500E-03,+25.9718431E-03,+2.5590530506E+00,+81.7529293E-03
+4.7723437E-03,-46.3849400E-03,+2.5590530506E+00,+37.7429865E-03
+4.7726375E-03,-46.3849400E-03,+2.5590530506E+00,-31.1708974E-03
+4.7729312E-03,-46.0237324E-03,+2.5590530506E+00,-86.9021795E-03
+4.7732250E-03,-15.1785928E-03,+2.5590530506E+00,-96.3212829E-03
+4.7735187E-03,+63.8285932E-03,+2.5590530506E+00,-55.1216014E-03
+4.7738125E-03,+65.9366668E-03,+2.5590530506E+00,+14.2755832E-03
+4.7741062E-03,+65.9094329E-03,+2.5590530506E+00,+70.9711282E-03
+4.7744000E-03,+36.9229616E-03,+2.5590530506E+00,+84.3580426E-03
+4.7746937E-03,-40.8267235E-03,+2.5590530506E+00,+46.5344503E-03
+4.7749875E-03,-46.3849400E-03,+2.5590530506E+00,-20.4358726E-03
+4.7752812E-03,-46.3849400E-03,+2.5590530506E+00,-79.7435473E-03
+4.7755750E-03,-19.1481647E-03,+2.5590530506E+00,-97.6079690E-03
+4.7758687E-03,+55.9173817E-03,+2.5590530506E+00,-62.4703464E-03
+4.7761625E-03,+65.9366668E-03,+2.5590530506E+00,+3.8554641E-03
+4.7764562E-03,+65.9366668E-03,+2.5590530506E+00,+64.5991754E-03
+4.7767500E-03,+40.7051672E-03,+2.5590530506E+00,+85.9890367E-03
+4.7770437E-03,-31.1210877E-03,+2.5590530506E+00,+55.0101733E-03
+4.7773375E-03,-46.3849400E-03,+2.5590530506E+00,-10.5812472E-03
+4.7776312E-03,-46.3849400E-03,+2.5590530506E+00,-74.5333207E-03
+4.7779250E-03,-24.6030688E-03,+2.5590530506E+00,-99.0752455E-03
+4.7782187E-03,+41.6507094E-03,+2.5590530506E+00,-71.4469113E-03
+4.7785125E-03,+65.9366668E-03,+2.5590530506E+00,-6.5569703E-03
+4.7788062E-03,+65.9366668E-03,+2.5590530506E+00,+57.3949362E-03
+4.7791000E-03,+45.8939434E-03,+2.5590530506E+00,+85.8089474E-03
+4.7793937E-03,-17.5504421E-03,+2.5590530506E+00,+62.3051254E-03
+4.7796875E-03,-46.3849400E-03,+2.5590530506E+00,+528.4902E-06
+4.7799812E-03,-46.3849400E-03,+2.5590530506E+00,-65.2540455E-03
+4.7802750E-03,-28.1281877E-03,+2.5590530506E+00,-98.1099804E-03
