# Forma d'onda Burst Phase Agilent 33220A = -140.000 deg
"# Medie: 2048, Campioni: 8000, CH1: Vout, CH3: Vin"
tempo_s,tensione_CH1_Vout_V,tensione_CH3_Vin_V
-4.593750000e-05,1.744723e-02,1.165829e-02
-4.531250000e-05,-6.753768e-03,-9.909546e-02
-4.468750000e-05,-1.913568e-02,-6.994974e-03
-4.406250000e-05,7.597989e-03,9.210049e-02
-4.343750000e-05,1.407035e-02,-1.398995e-02
-4.281250000e-05,-1.041206e-02,-9.792964e-02
-4.218750000e-05,-1.688442e-02,1.981909e-02
-4.156250000e-05,1.350754e-02,8.743717e-02
-4.093750000e-05,1.041206e-02,-3.963819e-02
-4.031250000e-05,-1.378894e-02,-8.976883e-02
-3.968750000e-05,-1.350754e-02,4.430150e-02
-3.906250000e-05,1.716583e-02,7.577888e-02
-3.843750000e-05,5.346733e-03,-6.295477e-02
-3.781250000e-05,-1.688442e-02,-7.577888e-02
-3.718750000e-05,-9.567838e-03,6.528642e-02
-3.656250000e-05,1.913568e-02,5.712562e-02
-3.593750000e-05,8.442210e-04,-8.160803e-02
-3.531250000e-05,-1.857286e-02,-5.479396e-02
-3.468750000e-05,-3.939698e-03,8.044220e-02
-3.406250000e-05,1.885427e-02,3.497487e-02
-3.343750000e-05,-3.376884e-03,-9.443215e-02
-3.281250000e-05,-1.941708e-02,-3.031155e-02
-3.218750000e-05,2.251256e-03,8.976883e-02
-3.156250000e-05,1.660301e-02,9.326632e-03
-3.093750000e-05,-7.597989e-03,-9.909546e-02
-3.031250000e-05,-1.857286e-02,-3.497487e-03
-2.968750000e-05,9.567838e-03,9.093466e-02
-2.906250000e-05,1.378894e-02,-1.748743e-02
-2.843750000e-05,-1.125628e-02,-9.676381e-02
-2.781250000e-05,-1.632161e-02,2.215075e-02
-2.718750000e-05,1.435176e-02,8.510552e-02
-2.656250000e-05,9.567838e-03,-4.313567e-02
-2.593750000e-05,-1.463316e-02,-8.743717e-02
-2.531250000e-05,-1.350754e-02,4.663316e-02
-2.468750000e-05,1.744723e-02,7.228140e-02
-2.406250000e-05,5.065326e-03,-6.528642e-02
-2.343750000e-05,-1.716583e-02,-7.111557e-02
-2.281250000e-05,-8.723617e-03,6.761808e-02
-2.218750000e-05,1.913568e-02,5.362813e-02
-2.156250000e-05,2.814070e-04,-8.393969e-02
-2.093750000e-05,-1.885427e-02,-5.013065e-02
-2.031250000e-05,-3.376884e-03,8.277386e-02
-1.968750000e-05,1.829146e-02,2.914572e-02
-1.906250000e-05,-3.939698e-03,-9.559798e-02
-1.843750000e-05,-1.913568e-02,-2.448241e-02
-1.781250000e-05,2.814070e-03,9.093466e-02
-1.718750000e-05,1.660301e-02,3.497487e-03
-1.656250000e-05,-7.879396e-03,-9.909546e-02
-1.593750000e-05,-1.857286e-02,1.165829e-03
-1.531250000e-05,9.286431e-03,9.093466e-02
-1.468750000e-05,1.294472e-02,-2.215075e-02
-1.406250000e-05,-1.125628e-02,-9.676381e-02
-1.343750000e-05,-1.604020e-02,2.797990e-02
-1.281250000e-05,1.463316e-02,8.393969e-02
-1.218750000e-05,8.442210e-03,-4.779899e-02
-1.156250000e-05,-1.491457e-02,-8.627135e-02
-1.093750000e-05,-1.238191e-02,5.129648e-02
-1.031250000e-05,1.772864e-02,6.994974e-02
-9.687500000e-06,3.939698e-03,-6.994974e-02
-9.062500000e-06,-1.772864e-02,-6.878391e-02
-8.437500000e-06,-7.879396e-03,7.111557e-02
-7.812500000e-06,1.913568e-02,5.129648e-02
-7.187500000e-06,-2.814070e-04,-8.627135e-02
-6.562500000e-06,-1.885427e-02,-4.779899e-02
-5.937500000e-06,-1.969849e-03,8.510552e-02
-5.312500000e-06,1.829146e-02,2.681407e-02
-4.687500000e-06,-4.502512e-03,-9.676381e-02
-4.062500000e-06,-1.913568e-02,-2.215075e-02
-3.437500000e-06,4.502512e-03,9.093466e-02
-2.812500000e-06,1.575879e-02,0.000000e+00
-2.187500000e-06,-8.723617e-03,-9.909546e-02
-1.562500000e-06,-1.772864e-02,4.663316e-03
-9.375000000e-07,1.069347e-02,8.976883e-02
-3.125000000e-07,1.238191e-02,-2.564824e-02
3.125000000e-07,-8.723617e-03,-6.761808e-02
9.375000000e-07,-3.573869e-02,-6.761808e-02
1.562500000e-06,3.292462e-02,-6.761808e-02
2.187500000e-06,3.433165e-02,-6.761808e-02
2.812500000e-06,-2.701507e-02,-6.761808e-02
3.437500000e-06,-2.251256e-02,-6.761808e-02
4.062500000e-06,1.913568e-02,-6.761808e-02
4.687500000e-06,9.567838e-03,-6.761808e-02
5.312500000e-06,-1.716583e-02,-6.761808e-02
5.937500000e-06,-1.238191e-02,-6.761808e-02
6.562500000e-06,1.829146e-02,-6.761808e-02
7.187500000e-06,4.502512e-03,-6.761808e-02
7.812500000e-06,-1.941708e-02,-6.761808e-02
8.437500000e-06,-5.909547e-03,-6.761808e-02
9.062500000e-06,1.913568e-02,-6.761808e-02
9.687500000e-06,-2.814070e-04,-6.761808e-02
1.031250000e-05,-2.082412e-02,-6.761808e-02
1.093750000e-05,5.628140e-04,-6.761808e-02
1.156250000e-05,1.801005e-02,-6.761808e-02
1.218750000e-05,-4.783919e-03,-6.761808e-02
1.281250000e-05,-2.082412e-02,-6.761808e-02
1.343750000e-05,6.753768e-03,-6.761808e-02
1.406250000e-05,1.604020e-02,-6.761808e-02
1.468750000e-05,-9.286431e-03,-6.761808e-02
1.531250000e-05,-1.913568e-02,-6.761808e-02
1.593750000e-05,1.238191e-02,-6.761808e-02
1.656250000e-05,1.238191e-02,-6.761808e-02
1.718750000e-05,-1.350754e-02,-6.761808e-02
1.781250000e-05,-1.575879e-02,-6.761808e-02
1.843750000e-05,1.632161e-02,-6.761808e-02
1.906250000e-05,8.442210e-03,-6.761808e-02
1.968750000e-05,-1.716583e-02,-6.761808e-02
2.031250000e-05,-1.097487e-02,-6.761808e-02
2.093750000e-05,1.829146e-02,-6.761808e-02
2.156250000e-05,3.658291e-03,-6.761808e-02
2.218750000e-05,-1.941708e-02,-6.878391e-02
2.281250000e-05,-4.783919e-03,-6.878391e-02
2.343750000e-05,1.913568e-02,-6.878391e-02
2.406250000e-05,-8.442210e-04,-6.878391e-02
2.468750000e-05,-2.054271e-02,-6.878391e-02
2.531250000e-05,1.688442e-03,-6.878391e-02
2.593750000e-05,1.801005e-02,-6.878391e-02
2.656250000e-05,-5.628140e-03,-6.878391e-02
2.718750000e-05,-2.054271e-02,-6.878391e-02
2.781250000e-05,7.879396e-03,-6.878391e-02
2.843750000e-05,1.547738e-02,-6.878391e-02
2.906250000e-05,-1.013065e-02,-6.878391e-02
2.968750000e-05,-1.857286e-02,-6.878391e-02
3.031250000e-05,1.322613e-02,-6.878391e-02
3.093750000e-05,1.210050e-02,-6.878391e-02
3.156250000e-05,-1.407035e-02,-6.878391e-02
3.218750000e-05,-1.547738e-02,-6.878391e-02
3.281250000e-05,1.660301e-02,-6.878391e-02
3.343750000e-05,7.879396e-03,-6.878391e-02
3.406250000e-05,-1.744723e-02,-6.878391e-02
3.468750000e-05,-1.069347e-02,-6.878391e-02
3.531250000e-05,1.857286e-02,-6.878391e-02
3.593750000e-05,3.376884e-03,-6.878391e-02
3.656250000e-05,-1.997990e-02,-6.878391e-02
3.718750000e-05,-4.502512e-03,-6.878391e-02
3.781250000e-05,1.857286e-02,-6.878391e-02
3.843750000e-05,-1.125628e-03,-6.878391e-02
3.906250000e-05,-2.082412e-02,-6.878391e-02
3.968750000e-05,2.251256e-03,-6.878391e-02
4.031250000e-05,1.716583e-02,-6.878391e-02
4.093750000e-05,-5.628140e-03,-6.878391e-02
4.156250000e-05,-1.997990e-02,-6.878391e-02
4.218750000e-05,8.442210e-03,-6.878391e-02
4.281250000e-05,1.491457e-02,-6.878391e-02
4.343750000e-05,-1.013065e-02,-6.878391e-02
4.406250000e-05,-1.801005e-02,-6.878391e-02
4.468750000e-05,1.322613e-02,-6.878391e-02
4.531250000e-05,1.125628e-02,-6.878391e-02
4.593750000e-05,-1.435176e-02,-6.878391e-02
4.656250000e-05,-1.463316e-02,-6.878391e-02
4.718750000e-05,1.660301e-02,-6.878391e-02
4.781250000e-05,7.597989e-03,-6.878391e-02
4.843750000e-05,-1.772864e-02,-6.878391e-02
4.906250000e-05,-9.286431e-03,-6.878391e-02
4.968750000e-05,1.829146e-02,-6.878391e-02
5.031250000e-05,2.532663e-03,-6.878391e-02
5.093750000e-05,-1.969849e-02,-6.878391e-02
5.156250000e-05,-3.095477e-03,-6.878391e-02
5.218750000e-05,1.857286e-02,-6.878391e-02
5.281250000e-05,-1.688442e-03,-6.878391e-02
5.343750000e-05,-2.054271e-02,-6.878391e-02
5.406250000e-05,3.376884e-03,-6.878391e-02
5.468750000e-05,1.688442e-02,-6.878391e-02
5.531250000e-05,-6.472361e-03,-6.878391e-02
5.593750000e-05,-1.997990e-02,-6.878391e-02
5.656250000e-05,8.723617e-03,-6.878391e-02
5.718750000e-05,1.463316e-02,-6.878391e-02
5.781250000e-05,-1.097487e-02,-6.878391e-02
5.843750000e-05,-1.772864e-02,-6.878391e-02
5.906250000e-05,1.378894e-02,-6.878391e-02
5.968750000e-05,1.097487e-02,-6.878391e-02
6.031250000e-05,-1.491457e-02,-6.878391e-02
6.093750000e-05,-1.378894e-02,-6.878391e-02
6.156250000e-05,1.716583e-02,-6.878391e-02
6.218750000e-05,7.035175e-03,-6.878391e-02
6.281250000e-05,-1.772864e-02,-6.878391e-02
6.343750000e-05,-8.723617e-03,-6.878391e-02
6.406250000e-05,1.829146e-02,-6.878391e-02
6.468750000e-05,2.532663e-03,-6.878391e-02
6.531250000e-05,-1.969849e-02,-6.878391e-02
6.593750000e-05,-2.532663e-03,-6.878391e-02
6.656250000e-05,1.801005e-02,-6.878391e-02
6.718750000e-05,-2.532663e-03,-6.878391e-02
6.781250000e-05,-2.026130e-02,-6.878391e-02
6.843750000e-05,3.939698e-03,-6.878391e-02
6.906250000e-05,1.660301e-02,-6.878391e-02
6.968750000e-05,-7.035175e-03,-6.878391e-02
7.031250000e-05,-1.969849e-02,-6.878391e-02
7.093750000e-05,9.567838e-03,-6.878391e-02
7.156250000e-05,1.378894e-02,-6.878391e-02
7.218750000e-05,-1.153769e-02,-6.878391e-02
7.281250000e-05,-1.744723e-02,-6.878391e-02
7.343750000e-05,1.407035e-02,-6.878391e-02
7.406250000e-05,1.069347e-02,-6.878391e-02
7.468750000e-05,-1.519598e-02,-6.878391e-02
7.531250000e-05,-1.294472e-02,-6.878391e-02
7.593750000e-05,1.688442e-02,-6.878391e-02
7.656250000e-05,5.909547e-03,-6.878391e-02
7.718750000e-05,-1.801005e-02,-6.878391e-02
7.781250000e-05,-7.597989e-03,-6.878391e-02
7.843750000e-05,1.857286e-02,-6.878391e-02
7.906250000e-05,1.125628e-03,-6.878391e-02
7.968750000e-05,-2.026130e-02,-6.878391e-02
8.031250000e-05,-1.407035e-03,-6.878391e-02
8.093750000e-05,1.801005e-02,-6.878391e-02
8.156250000e-05,-2.814070e-03,-6.878391e-02
8.218750000e-05,-2.054271e-02,-6.878391e-02
8.281250000e-05,4.783919e-03,-6.878391e-02
8.343750000e-05,1.632161e-02,-6.878391e-02
8.406250000e-05,-7.597989e-03,-6.878391e-02
8.468750000e-05,-1.941708e-02,-6.878391e-02
8.531250000e-05,1.013065e-02,-6.878391e-02
8.593750000e-05,1.322613e-02,-6.878391e-02
8.656250000e-05,-1.210050e-02,-6.878391e-02
8.718750000e-05,-1.660301e-02,-6.878391e-02
8.781250000e-05,1.463316e-02,-6.878391e-02
8.843750000e-05,1.013065e-02,-6.878391e-02
8.906250000e-05,-1.575879e-02,-6.878391e-02
8.968750000e-05,-1.266332e-02,-6.878391e-02
9.031250000e-05,1.716583e-02,-6.878391e-02
9.093750000e-05,5.909547e-03,-6.878391e-02
9.156250000e-05,-1.857286e-02,-6.878391e-02
9.218750000e-05,-7.035175e-03,-6.878391e-02
9.281250000e-05,1.829146e-02,-6.878391e-02
9.343750000e-05,1.125628e-03,-6.878391e-02
9.406250000e-05,-1.997990e-02,-6.878391e-02
9.468750000e-05,-8.442210e-04,-6.878391e-02
9.531250000e-05,1.772864e-02,-6.878391e-02
9.593750000e-05,-3.376884e-03,-6.878391e-02
9.656250000e-05,-2.026130e-02,-6.878391e-02
9.718750000e-05,5.065326e-03,-6.878391e-02
9.781250000e-05,1.575879e-02,-6.878391e-02
9.843750000e-05,-7.879396e-03,-6.878391e-02
9.906250000e-05,-1.857286e-02,-6.878391e-02
9.968750000e-05,1.069347e-02,-6.878391e-02
1.003125000e-04,1.294472e-02,-6.878391e-02
1.009375000e-04,-1.238191e-02,-6.878391e-02
1.015625000e-04,-1.604020e-02,-6.878391e-02
1.021875000e-04,1.491457e-02,-6.878391e-02
1.028125000e-04,9.286431e-03,-6.878391e-02
1.034375000e-04,-1.575879e-02,-6.878391e-02
1.040625000e-04,-1.153769e-02,-6.878391e-02
1.046875000e-04,1.716583e-02,-6.878391e-02
1.053125000e-04,5.065326e-03,-6.878391e-02
1.059375000e-04,-1.857286e-02,-6.878391e-02
1.065625000e-04,-5.909547e-03,-6.878391e-02
1.071875000e-04,1.801005e-02,-6.878391e-02
1.078125000e-04,2.814070e-04,-6.878391e-02
1.084375000e-04,-1.969849e-02,-6.878391e-02
1.090625000e-04,0.000000e+00,-6.878391e-02
1.096875000e-04,1.744723e-02,-6.878391e-02
1.103125000e-04,-4.502512e-03,-6.878391e-02
1.109375000e-04,-2.026130e-02,-6.878391e-02
1.115625000e-04,6.190954e-03,-6.878391e-02
1.121875000e-04,1.547738e-02,-6.878391e-02
1.128125000e-04,-9.005024e-03,-6.878391e-02
1.134375000e-04,-1.829146e-02,-6.878391e-02
1.140625000e-04,1.125628e-02,-6.878391e-02
1.146875000e-04,1.266332e-02,-6.878391e-02
1.153125000e-04,-1.322613e-02,-6.878391e-02
1.159375000e-04,-1.575879e-02,-6.878391e-02
1.165625000e-04,1.491457e-02,-6.878391e-02
1.171875000e-04,9.005024e-03,-6.878391e-02
1.178125000e-04,-1.632161e-02,-6.878391e-02
1.184375000e-04,-1.125628e-02,-6.878391e-02
1.190625000e-04,1.744723e-02,-6.878391e-02
1.196875000e-04,4.502512e-03,-6.878391e-02
1.203125000e-04,-1.857286e-02,-6.878391e-02
1.209375000e-04,-5.628140e-03,-6.878391e-02
1.215625000e-04,1.801005e-02,-6.878391e-02
1.221875000e-04,0.000000e+00,-6.878391e-02
1.228125000e-04,-1.997990e-02,-6.878391e-02
1.234375000e-04,5.628140e-04,-6.878391e-02
1.240625000e-04,1.716583e-02,-6.878391e-02
1.246875000e-04,-4.783919e-03,-6.878391e-02
1.253125000e-04,-1.969849e-02,-6.878391e-02
1.259375000e-04,6.190954e-03,-6.878391e-02
1.265625000e-04,1.519598e-02,-6.878391e-02
1.271875000e-04,-9.286431e-03,-6.878391e-02
1.278125000e-04,-1.829146e-02,-6.878391e-02
1.284375000e-04,1.153769e-02,-6.878391e-02
1.290625000e-04,1.210050e-02,-6.878391e-02
1.296875000e-04,-1.322613e-02,-6.878391e-02
1.303125000e-04,-1.463316e-02,-6.878391e-02
1.309375000e-04,1.519598e-02,-6.878391e-02
1.315625000e-04,8.160803e-03,-6.878391e-02
1.321875000e-04,-1.632161e-02,-6.878391e-02
1.328125000e-04,-1.041206e-02,-6.878391e-02
1.334375000e-04,1.716583e-02,-6.878391e-02
1.340625000e-04,3.658291e-03,-6.878391e-02
1.346875000e-04,-1.885427e-02,-6.878391e-02
1.353125000e-04,-4.502512e-03,-6.878391e-02
1.359375000e-04,1.801005e-02,-6.878391e-02
1.365625000e-04,-8.442210e-04,-6.878391e-02
1.371875000e-04,-1.997990e-02,-6.878391e-02
1.378125000e-04,1.407035e-03,-6.878391e-02
1.384375000e-04,1.688442e-02,-6.878391e-02
1.390625000e-04,-5.628140e-03,-6.878391e-02
1.396875000e-04,-1.941708e-02,-6.878391e-02
1.403125000e-04,7.316582e-03,-6.878391e-02
1.409375000e-04,1.491457e-02,-6.878391e-02
1.415625000e-04,-9.849245e-03,-6.878391e-02
1.421875000e-04,-1.744723e-02,-6.878391e-02
1.428125000e-04,1.238191e-02,-6.878391e-02
1.434375000e-04,1.153769e-02,-6.878391e-02
1.440625000e-04,-1.378894e-02,-6.878391e-02
1.446875000e-04,-1.435176e-02,-6.878391e-02
1.453125000e-04,1.575879e-02,-6.878391e-02
1.459375000e-04,7.879396e-03,-6.878391e-02
1.465625000e-04,-1.688442e-02,-6.878391e-02
1.471875000e-04,-9.849245e-03,-6.878391e-02
1.478125000e-04,1.744723e-02,-6.878391e-02
1.484375000e-04,3.095477e-03,-6.878391e-02
1.490625000e-04,-1.885427e-02,-6.878391e-02
1.496875000e-04,-3.939698e-03,-6.878391e-02
1.503125000e-04,1.772864e-02,-6.878391e-02
1.509375000e-04,-1.407035e-03,-6.878391e-02
1.515625000e-04,-1.997990e-02,-6.878391e-02
1.521875000e-04,1.688442e-03,-6.878391e-02
1.528125000e-04,1.660301e-02,-6.878391e-02
1.534375000e-04,-5.909547e-03,-6.878391e-02
1.540625000e-04,-1.913568e-02,-6.878391e-02
1.546875000e-04,7.879396e-03,-6.878391e-02
1.553125000e-04,1.435176e-02,-6.878391e-02
1.559375000e-04,-1.013065e-02,-6.878391e-02
1.565625000e-04,-1.744723e-02,-6.878391e-02
1.571875000e-04,1.238191e-02,-6.878391e-02
1.578125000e-04,1.097487e-02,-6.878391e-02
1.584375000e-04,-1.407035e-02,-6.878391e-02
1.590625000e-04,-1.350754e-02,-6.878391e-02
1.596875000e-04,1.575879e-02,-6.878391e-02
1.603125000e-04,6.753768e-03,-6.878391e-02
1.609375000e-04,-1.688442e-02,-6.878391e-02
1.615625000e-04,-8.723617e-03,-6.878391e-02
1.621875000e-04,1.744723e-02,-6.878391e-02
1.628125000e-04,2.251256e-03,-6.878391e-02
1.634375000e-04,-1.885427e-02,-6.878391e-02
1.640625000e-04,-2.814070e-03,-6.878391e-02
1.646875000e-04,1.772864e-02,-6.878391e-02
1.653125000e-04,-1.969849e-03,-6.878391e-02
1.659375000e-04,-1.997990e-02,-6.878391e-02
1.665625000e-04,2.814070e-03,-6.878391e-02
1.671875000e-04,1.688442e-02,-6.878391e-02
1.678125000e-04,-6.753768e-03,-6.878391e-02
1.684375000e-04,-1.913568e-02,-6.878391e-02
1.690625000e-04,8.160803e-03,-6.878391e-02
1.696875000e-04,1.407035e-02,-6.878391e-02
1.703125000e-04,-1.069347e-02,-6.878391e-02
1.709375000e-04,-1.688442e-02,-6.878391e-02
1.715625000e-04,1.294472e-02,-6.878391e-02
1.721875000e-04,1.041206e-02,-6.878391e-02
1.728125000e-04,-1.435176e-02,-6.878391e-02
1.734375000e-04,-1.350754e-02,-6.878391e-02
1.740625000e-04,1.632161e-02,-6.878391e-02
1.746875000e-04,6.472361e-03,-6.878391e-02
1.753125000e-04,-1.744723e-02,-6.878391e-02
1.759375000e-04,-8.442210e-03,-6.878391e-02
1.765625000e-04,1.744723e-02,-6.878391e-02
1.771875000e-04,1.969849e-03,-6.878391e-02
1.778125000e-04,-1.885427e-02,-6.878391e-02
1.784375000e-04,-2.532663e-03,-6.878391e-02
1.790625000e-04,1.772864e-02,-6.878391e-02
1.796875000e-04,-2.532663e-03,-6.878391e-02
1.803125000e-04,-1.941708e-02,-6.878391e-02
1.809375000e-04,3.095477e-03,-6.878391e-02
1.815625000e-04,1.604020e-02,-6.878391e-02
1.821875000e-04,-6.753768e-03,-6.878391e-02
1.828125000e-04,-1.857286e-02,-6.878391e-02
1.834375000e-04,8.723617e-03,-6.878391e-02
1.840625000e-04,1.350754e-02,-6.878391e-02
1.846875000e-04,-1.097487e-02,-6.878391e-02
1.853125000e-04,-1.632161e-02,-6.878391e-02
1.859375000e-04,1.350754e-02,-6.878391e-02
1.865625000e-04,9.849245e-03,-6.878391e-02
1.871875000e-04,-1.435176e-02,-6.878391e-02
1.878125000e-04,-1.238191e-02,-6.878391e-02
1.884375000e-04,1.632161e-02,-6.878391e-02
1.890625000e-04,5.628140e-03,-6.878391e-02
1.896875000e-04,-1.744723e-02,-6.878391e-02
1.903125000e-04,-7.316582e-03,-6.878391e-02
1.909375000e-04,1.744723e-02,-6.878391e-02
1.915625000e-04,1.125628e-03,-6.878391e-02
1.921875000e-04,-1.885427e-02,-6.878391e-02
1.928125000e-04,-1.407035e-03,-6.878391e-02
1.934375000e-04,1.744723e-02,-6.878391e-02
1.940625000e-04,-3.095477e-03,-6.878391e-02
1.946875000e-04,-1.941708e-02,-6.878391e-02
1.953125000e-04,4.221105e-03,-6.878391e-02
1.959375000e-04,1.575879e-02,-6.878391e-02
1.965625000e-04,-7.879396e-03,-6.878391e-02
1.971875000e-04,-1.829146e-02,-6.878391e-02
1.978125000e-04,9.849245e-03,-6.878391e-02
1.984375000e-04,1.322613e-02,-6.878391e-02
1.990625000e-04,-1.181909e-02,-6.878391e-02
1.996875000e-04,-1.604020e-02,-6.878391e-02
2.003125000e-04,1.378894e-02,-6.878391e-02
2.009375000e-04,9.567838e-03,-6.878391e-02
2.015625000e-04,-1.491457e-02,-6.878391e-02
2.021875000e-04,-1.238191e-02,-6.878391e-02
2.028125000e-04,1.660301e-02,-6.878391e-02
2.034375000e-04,5.346733e-03,-6.878391e-02
2.040625000e-04,-1.744723e-02,-6.878391e-02
2.046875000e-04,-7.316582e-03,-6.878391e-02
