x-axis,1,2,3
second,Volt,Volt,Volt
+4.7650000E-03,,,
+4.7652938E-03,,,
+4.7655875E-03,,,
+4.7658813E-03,,,
+4.7661750E-03,-46.3849400E-03,+2.5590530506E+00,-40.4553515E-03
+4.7664688E-03,-40.9372027E-03,+2.5590530506E+00,-91.3228867E-03
+4.7667625E-03,-1.0693332E-03,+2.5590530506E+00,-93.3372805E-03
+4.7670563E-03,+65.9366668E-03,+2.5590530506E+00,-46.2905447E-03
+4.7673500E-03,+65.9366668E-03,+2.5590530506E+00,+24.0336487E-03
+4.7676438E-03,+62.3527800E-03,+2.5590530506E+00,+76.1897077E-03
+4.7679375E-03,+25.4957459E-03,+2.5590530506E+00,+81.9893174E-03
+4.7682313E-03,-46.3849400E-03,+2.5590530506E+00,+37.7872570E-03
+4.7685250E-03,-46.3849400E-03,+2.5590530506E+00,-30.5450955E-03
+4.7688188E-03,-44.5029336E-03,+2.5590530506E+00,-85.5159265E-03
+4.7691125E-03,-10.4438253E-03,+2.5590530506E+00,-96.1239866E-03
+4.7694063E-03,+65.8092077E-03,+2.5590530506E+00,-55.9114550E-03
+4.7697000E-03,+65.9366668E-03,+2.5590530506E+00,+12.4746905E-03
+4.7699938E-03,+65.8793323E-03,+2.5590530506E+00,+71.0277611E-03
+4.7702875E-03,+36.5231634E-03,+2.5590530506E+00,+85.0702139E-03
+4.7705813E-03,-41.6664540E-03,+2.5590530506E+00,+47.6032919E-03
+4.7708750E-03,-46.3849400E-03,+2.5590530506E+00,-21.2917143E-03
+4.7711688E-03,-46.3849400E-03,+2.5590530506E+00,-81.4173084E-03
+4.7714625E-03,-18.7640232E-03,+2.5590530506E+00,-98.1905027E-03
+4.7717562E-03,+56.9220593E-03,+2.5590530506E+00,-63.2045694E-03
+4.7720500E-03,+65.9366668E-03,+2.5590530506E+00,+4.5397365E-03
+4.7723437E-03,+65.9366668E-03,+2.5590530506E+00,+65.0993491E-03
+4.7726375E-03,+39.7753920E-03,+2.5590530506E+00,+85.6372111E-03
+4.7729312E-03,-33.5528074E-03,+2.5590530506E+00,+54.2569056E-03
+4.7732250E-03,-46.3849400E-03,+2.5590530506E+00,-10.7792118E-03
+4.7735187E-03,-46.3849400E-03,+2.5590530506E+00,-73.5159333E-03
+4.7738125E-03,-22.5070134E-03,+2.5590530506E+00,-98.8953233E-03
+4.7741062E-03,+47.1327004E-03,+2.5590530506E+00,-71.5984336E-03
+4.7744000E-03,+65.9366668E-03,+2.5590530506E+00,-7.3125768E-03
+4.7746937E-03,+65.9366668E-03,+2.5590530506E+00,+58.2305638E-03
+4.7749875E-03,+45.1485944E-03,+2.5590530506E+00,+86.4706669E-03
+4.7752812E-03,-19.4998166E-03,+2.5590530506E+00,+62.3948359E-03
+4.7755750E-03,-46.3849400E-03,+2.5590530506E+00,-1.4703671E-03
+4.7758687E-03,-46.3849400E-03,+2.5590530506E+00,-68.0058363E-03
+4.7761625E-03,-27.2791587E-03,+2.5590530506E+00,-98.7838952E-03
+4.7764562E-03,+34.6517051E-03,+2.5590530506E+00,-77.4190926E-03
+4.7767500E-03,+65.9366668E-03,+2.5590530506E+00,-15.4501729E-03
+4.7770437E-03,+65.9366668E-03,+2.5590530506E+00,+50.6778401E-03
+4.7773375E-03,+48.2804938E-03,+2.5590530506E+00,+85.0236045E-03
+4.7776312E-03,-11.3086948E-03,+2.5590530506E+00,+67.9039305E-03
+4.7779250E-03,-46.3849400E-03,+2.5590530506E+00,+9.1716059E-03
+4.7782187E-03,-46.3849400E-03,+2.5590530506E+00,-58.3849260E-03
+4.7785125E-03,-31.6160392E-03,+2.5590530506E+00,-97.3156163E-03
+4.7788062E-03,+23.3090946E-03,+2.5590530506E+00,-84.2040145E-03
+4.7791000E-03,+65.9366668E-03,+2.5590530506E+00,-27.0928275E-03
+4.7793937E-03,+65.9366668E-03,+2.5590530506E+00,+42.4460229E-03
+4.7796875E-03,+53.6417515E-03,+2.5590530506E+00,+83.5280950E-03
+4.7799812E-03,+2.7130561E-03,+2.5590530506E+00,+73.9825282E-03
+4.7802750E-03,-46.3849400E-03,+2.5590530506E+00,+18.1585285E-03
