x-axis,1,2,3
second,Volt,Volt,Volt
+5.9660000E-03,+79.4728794E-03,+3.1548234589E+00,+78.9376562E-03
+5.9661250E-03,+79.4728794E-03,+3.1540382830E+00,+91.3591385E-03
+5.9662500E-03,+79.4708380E-03,+3.1548234589E+00,+93.4869651E-03
+5.9663750E-03,+3.6899028E-03,+3.1530960720E+00,+84.9835104E-03
+5.9665000E-03,-53.2708378E-03,+3.1538812479E+00,+66.7360232E-03
+5.9666250E-03,-53.2708378E-03,+3.1540382830E+00,+39.9065636E-03
+5.9667500E-03,-53.2708378E-03,+3.1530960720E+00,+9.0491519E-03
+5.9668750E-03,-53.2708378E-03,+3.1537242127E+00,-23.2451317E-03
+5.9670000E-03,-53.2708378E-03,+3.1546664237E+00,-54.1418022E-03
+5.9671250E-03,-53.2708378E-03,+3.1538812479E+00,-79.8484602E-03
+5.9672500E-03,-53.2708378E-03,+3.1540382830E+00,-98.2451309E-03
+5.9673750E-03,-53.2708378E-03,+3.1548234589E+00,-106.2460730E-03
+5.9675000E-03,-49.0470627E-03,+3.1548234589E+00,-103.7727690E-03
+5.9676250E-03,+71.4907815E-03,+3.1548234589E+00,-90.5896661E-03
+5.9677500E-03,+79.4728794E-03,+3.1552945644E+00,-68.7539251E-03
+5.9678750E-03,+79.4728794E-03,+3.1556086348E+00,-40.1107094E-03
+5.9680000E-03,+79.4728794E-03,+3.1552945644E+00,-8.2011620E-03
+5.9681250E-03,+79.4728794E-03,+3.1548234589E+00,+23.8104583E-03
+5.9682500E-03,+79.4728794E-03,+3.1546664237E+00,+53.7178072E-03
+5.9683750E-03,+79.4728794E-03,+3.1545093886E+00,+76.4329452E-03
+5.9685000E-03,+79.4728794E-03,+3.1546664237E+00,+90.2127817E-03
+5.9686250E-03,+79.4728794E-03,+3.1541953182E+00,+93.8638495E-03
+5.9687500E-03,+23.1531564E-03,+3.1540382830E+00,+86.7894149E-03
+5.9688750E-03,-53.2626719E-03,+3.1540382830E+00,+69.7825055E-03
+5.9690000E-03,-53.2708378E-03,+3.1543523534E+00,+44.8296164E-03
+5.9691250E-03,-53.2708378E-03,+3.1538812479E+00,+14.5296795E-03
+5.9692500E-03,-53.2708378E-03,+3.1535671775E+00,-18.7853327E-03
+5.9693750E-03,-53.2708378E-03,+3.1535671775E+00,-50.0902947E-03
+5.9695000E-03,-53.2708378E-03,+3.1540382830E+00,-76.7077567E-03
+5.9696250E-03,-53.2708378E-03,+3.1532531072E+00,-96.3371535E-03
+5.9697500E-03,-53.2708378E-03,+3.1540382830E+00,-105.7828192E-03
+5.9698750E-03,-52.9829923E-03,+3.1540382830E+00,-104.7306836E-03
+5.9700000E-03,+56.6248897E-03,+3.1551375293E+00,-93.4948168E-03
+5.9701250E-03,+79.4728794E-03,+3.1549804941E+00,-73.0252819E-03
+5.9702500E-03,+79.4728794E-03,+3.1543523534E+00,-44.3585108E-03
+5.9703750E-03,+79.4728794E-03,+3.1552945644E+00,-12.6609609E-03
+5.9705000E-03,+79.4728794E-03,+3.1543523534E+00,+19.4841392E-03
+5.9706250E-03,+79.4728794E-03,+3.1541953182E+00,+50.0510359E-03
+5.9707500E-03,+79.4728794E-03,+3.1549804941E+00,+73.7397919E-03
+5.9708750E-03,+79.4728794E-03,+3.1548234589E+00,+88.9172415E-03
+5.9710000E-03,+79.4728794E-03,+3.1548234589E+00,+94.0758470E-03
+5.9711250E-03,+44.0311398E-03,+3.1548234589E+00,+88.6502817E-03
+5.9712500E-03,-53.2708378E-03,+3.1534101423E+00,+72.6405457E-03
+5.9713750E-03,-53.2708378E-03,+3.1540382830E+00,+48.6455711E-03
+5.9715000E-03,-53.2708378E-03,+3.1541953182E+00,+18.9188126E-03
+5.9716250E-03,-53.2708378E-03,+3.1538812479E+00,-14.3333855E-03
+5.9717500E-03,-53.2708378E-03,+3.1543523534E+00,-45.9131591E-03
+5.9718750E-03,-53.2708378E-03,+3.1535671775E+00,-73.4649804E-03
+5.9720000E-03,-53.2708378E-03,+3.1537242127E+00,-93.7853319E-03
+5.9721250E-03,-53.2708378E-03,+3.1538812479E+00,-104.8641634E-03
+5.9722500E-03,-53.2708378E-03,+3.1540382830E+00,-105.4530454E-03
+5.9723750E-03,+37.4984766E-03,+3.1551375293E+00,-95.6461987E-03
+5.9725000E-03,+79.4728794E-03,+3.1552945644E+00,-76.3073170E-03
+5.9726250E-03,+79.4728794E-03,+3.1548234589E+00,-48.5277947E-03
+5.9727500E-03,+79.4728794E-03,+3.1545093886E+00,-17.1678704E-03
+5.9728750E-03,+79.4728794E-03,+3.1548234589E+00,+15.1342649E-03
+5.9730000E-03,+79.4728794E-03,+3.1549804941E+00,+45.3478324E-03
+5.9731250E-03,+79.4728794E-03,+3.1554515996E+00,+70.1907970E-03
+5.9732500E-03,+79.4728794E-03,+3.1540382830E+00,+87.3547415E-03
+5.9733750E-03,+79.4728794E-03,+3.1546664237E+00,+93.9894776E-03
+5.9735000E-03,+61.6346258E-03,+3.1546664237E+00,+90.0321912E-03
+5.9736250E-03,-52.6951468E-03,+3.1530960720E+00,+75.3729577E-03
+5.9737500E-03,-53.2708378E-03,+3.1545093886E+00,+52.3830082E-03
+5.9738750E-03,-53.2708378E-03,+3.1538812479E+00,+23.2294281E-03
+5.9740000E-03,-53.2708378E-03,+3.1545093886E+00,-8.7664886E-03
+5.9741250E-03,-53.2708378E-03,+3.1535671775E+00,-40.7074430E-03
+5.9742500E-03,-53.2708378E-03,+3.1537242127E+00,-70.0023548E-03
+5.9743750E-03,-53.2708378E-03,+3.1534101423E+00,-91.4847666E-03
+5.9745000E-03,-53.2708378E-03,+3.1534101423E+00,-103.9612112E-03
+5.9746250E-03,-53.2708378E-03,+3.1540382830E+00,-106.0340755E-03
+5.9747500E-03,+18.5272142E-03,+3.1543523534E+00,-97.6641007E-03
+5.9748750E-03,+79.4728794E-03,+3.1548234589E+00,-79.4637240E-03
+5.9750000E-03,+79.4728794E-03,+3.1552945644E+00,-53.6392896E-03
+5.9751250E-03,+79.4728794E-03,+3.1548234589E+00,-22.6562498E-03
+5.9752500E-03,+79.4728794E-03,+3.1538812479E+00,+10.6352072E-03
+5.9753750E-03,+79.4728794E-03,+3.1548234589E+00,+41.3826943E-03
+5.9755000E-03,+79.4728794E-03,+3.1552945644E+00,+67.1757216E-03
+5.9756250E-03,+79.4728794E-03,+3.1546664237E+00,+85.6352064E-03
+5.9757500E-03,+79.4728794E-03,+3.1549804941E+00,+93.6989626E-03
+5.9758750E-03,+73.6200214E-03,+3.1543523534E+00,+91.2021033E-03
+5.9760000E-03,-46.8055426E-03,+3.1534101423E+00,+78.5450683E-03
+5.9761250E-03,-53.2708378E-03,+3.1532531072E+00,+56.8428072E-03
+5.9762500E-03,-53.2708378E-03,+3.1537242127E+00,+27.5400437E-03
+5.9763750E-03,-53.2708378E-03,+3.1534101423E+00,-4.2909861E-03
+5.9765000E-03,-53.2708378E-03,+3.1541953182E+00,-36.4046793E-03
+5.9766250E-03,-53.2708378E-03,+3.1541953182E+00,-66.4141010E-03
+5.9767500E-03,-53.2708378E-03,+3.1538812479E+00,-88.9800556E-03
+5.9768750E-03,-53.2708378E-03,+3.1538812479E+00,-102.8305579E-03
+5.9770000E-03,-53.2708378E-03,+3.1538812479E+00,-106.5051810E-03
+5.9771250E-03,-3.8900280E-03,+3.1541953182E+00,-99.7683720E-03
+5.9772500E-03,+79.4708380E-03,+3.1554515996E+00,-82.4945029E-03
+5.9773750E-03,+79.4728794E-03,+3.1551375293E+00,-57.5887243E-03
+5.9775000E-03,+79.4728794E-03,+3.1549804941E+00,-27.1160487E-03
+5.9776250E-03,+79.4728794E-03,+3.1543523534E+00,+6.2146670E-03
+5.9777500E-03,+79.4728794E-03,+3.1546664237E+00,+37.3861491E-03
+5.9778750E-03,+79.4728794E-03,+3.1541953182E+00,+64.0428699E-03
+5.9780000E-03,+79.4728794E-03,+3.1541953182E+00,+83.3032340E-03
+5.9781250E-03,+79.4728794E-03,+3.1543523534E+00,+93.0001560E-03
+5.9782500E-03,+79.0053857E-03,+3.1549804941E+00,+92.1678696E-03
+5.9783750E-03,-33.3135515E-03,+3.1529390368E+00,+80.8848923E-03
+5.9785000E-03,-53.2708378E-03,+3.1546664237E+00,+60.2897293E-03
+5.9786250E-03,-53.2708378E-03,+3.1538812479E+00,+31.7642899E-03
+5.9787500E-03,-53.2708378E-03,+3.1540382830E+00,+200.2198E-06
+5.9788750E-03,-53.2708378E-03,+3.1537242127E+00,-32.0469532E-03
+5.9790000E-03,-53.2708378E-03,+3.1540382830E+00,-61.8836363E-03
+5.9791250E-03,-53.2708378E-03,+3.1543523534E+00,-85.6352064E-03
+5.9792500E-03,-53.2708378E-03,+3.1537242127E+00,-101.4722037E-03
+5.9793750E-03,-53.2708378E-03,+3.1540382830E+00,-106.6229574E-03
+5.9795000E-03,-21.2995755E-03,+3.1549804941E+00,-101.2837615E-03
+5.9796250E-03,+79.4524648E-03,+3.1551375293E+00,-85.3918018E-03
+5.9797500E-03,+79.4728794E-03,+3.1543523534E+00,-61.4439378E-03
+5.9798750E-03,+79.4728794E-03,+3.1545093886E+00,-31.5522924E-03
