x-axis,1,2,3
second,Volt,Volt,Volt
+3.060000000E-03,+146.463613365E-03,+2.552803050548E+00,+63.756281E-06
+3.060006250E-03,+146.367036733E-03,+2.552803050548E+00,+19.786432E-06
+3.060012500E-03,+146.161006584E-03,+2.552803050548E+00,+415.515071E-06
+3.060018750E-03,+146.103060605E-03,+2.552803050548E+00,+485.866829E-06
+3.060025000E-03,+145.864838246E-03,+2.552803050548E+00,+754.082907E-06
+3.060031250E-03,+145.613739002E-03,+2.552803050548E+00,+1.039886924E-03
+3.060037500E-03,+145.317570664E-03,+2.552803050548E+00,+1.031092954E-03
+3.060043750E-03,+145.085786747E-03,+2.552803050548E+00,+1.488379381E-03
+3.060050000E-03,+144.899071924E-03,+2.552803050548E+00,+1.633479882E-03
+3.060056250E-03,+144.609342028E-03,+2.552803050548E+00,+1.686243701E-03
+3.060062500E-03,+144.480573185E-03,+2.552803050548E+00,+2.108354249E-03
+3.060068750E-03,+144.506326954E-03,+2.552803050548E+00,+2.011620582E-03
+3.060075000E-03,+144.474134743E-03,+2.552803050548E+00,+2.367776357E-03
+3.060081250E-03,+144.583588260E-03,+2.552803050548E+00,+2.578831631E-03
+3.060087500E-03,+144.583588260E-03,+2.552803050548E+00,+2.609610525E-03
+3.060093750E-03,+144.602903586E-03,+2.552803050548E+00,+3.049309013E-03
+3.060100000E-03,+144.808933735E-03,+2.552803050548E+00,+3.036118058E-03
+3.060106250E-03,+145.053594536E-03,+2.552803050548E+00,+3.343906999E-03
+3.060112500E-03,+145.401270412E-03,+2.552803050548E+00,+3.607726092E-03
+3.060118750E-03,+145.613739002E-03,+2.552803050548E+00,+3.629711017E-03
+3.060125000E-03,+145.800453825E-03,+2.552803050548E+00,+3.990263776E-03
+3.060131250E-03,+146.070868395E-03,+2.552803050548E+00,+4.104585383E-03
+3.060137500E-03,+146.354159849E-03,+2.552803050548E+00,+4.214510005E-03
+3.060143750E-03,+146.553751555E-03,+2.552803050548E+00,+4.548680856E-03
+3.060150000E-03,+146.811289241E-03,+2.552803050548E+00,+4.658605478E-03
+3.060156250E-03,+147.049511600E-03,+2.552803050548E+00,+4.834484873E-03
+3.060162500E-03,+147.178280443E-03,+2.552803050548E+00,+5.155464769E-03
+3.060168750E-03,+147.448695013E-03,+2.552803050548E+00,+5.252198436E-03
+3.060175000E-03,+147.558148529E-03,+2.552803050548E+00,+5.388504968E-03
+3.060181250E-03,+147.706232699E-03,+2.552803050548E+00,+5.779836622E-03
+3.060187500E-03,+147.944455058E-03,+2.552803050548E+00,+5.775439637E-03
+3.060193750E-03,+148.182677417E-03,+2.552803050548E+00,+6.065640639E-03
+3.060200000E-03,+148.330761586E-03,+2.552803050548E+00,+6.294283852E-03
+3.060206250E-03,+148.543230177E-03,+2.552803050548E+00,+6.364635611E-03
+3.060212500E-03,+148.581860830E-03,+2.552803050548E+00,+6.694409476E-03
+3.060218750E-03,+148.781452536E-03,+2.552803050548E+00,+6.843906962E-03
+3.060225000E-03,+148.832960074E-03,+2.552803050548E+00,+6.940640630E-03
+3.060231250E-03,+149.038990222E-03,+2.552803050548E+00,+7.270414495E-03
+3.060237500E-03,+149.064743991E-03,+2.552803050548E+00,+7.358354193E-03
+3.060243750E-03,+149.199951276E-03,+2.552803050548E+00,+7.613379316E-03
+3.060250000E-03,+149.264335697E-03,+2.552803050548E+00,+7.824434590E-03
